English,Russian,Hindi
Let's slow down.,Давай снизим скорость.,चलो धीरे करो.
Let's start now.,Начнём сейчас.,चलो अब शुरू करते हैं।
Let's stay here.,Останемся здесь.,चलो यहीं रुकें.
Let's stay here.,Давай останемся здесь.,चलो यहीं रुकें.
Let's stay here.,Давайте останемся здесь.,चलो यहीं रुकें.
Let's stay home.,Давай останемся дома.,आइए घर पर रहें.
Let's stay home.,Давайте останемся дома.,आइए घर पर रहें.
Let's stop here.,Давай остановимся здесь.,चलिए यहीं रुकते हैं.
Let's stop here.,Давайте остановимся здесь.,चलिए यहीं रुकते हैं.
Let's talk here.,Давай здесь поговорим.,यहां बात करते हैं।
Let's talk here.,Давайте здесь поговорим.,यहां बात करते हैं।
Let's thank Tom.,Давай скажем Тому спасибо.,आइए टॉम को धन्यवाद दें।
Let's try again.,Давай попробуем еще раз.,फिर से कोशिश करते है।
Let's try again.,Давай ещё раз попробуем.,फिर से कोशिश करते है।
Let's try again.,Попробуем ещё раз.,फिर से कोशिश करते है।
Let's try again.,Давайте ещё раз попробуем.,फिर से कोशिश करते है।
Let's try these.,Давай попробуем эти.,आइए इन्हें आज़माएँ।
Let's try these.,Давайте попробуем эти.,आइए इन्हें आज़माएँ।
Let's visit Tom.,Давайте зайдём к Тому!,आइए टॉम से मिलें।
Let's visit Tom.,Давай зайдём к Тому!,आइए टॉम से मिलें।
Let's visit Tom.,Давай навестим Тома!,आइए टॉम से मिलें।
Let's visit Tom.,Давайте навестим Тома!,आइए टॉम से मिलें।
Let's visit Tom.,Давай сходим к Тому в гости.,आइए टॉम से मिलें।
Let's visit Tom.,Давайте сходим к Тому в гости.,आइए टॉम से मिलें।
Let's wait here.,Подождём здесь.,आइए यहीं प्रतीक्षा करें.
Let's wait here.,Давай здесь подождём.,आइए यहीं प्रतीक्षा करें.
Let's wait here.,Давайте здесь подождём.,आइए यहीं प्रतीक्षा करें.
Let's wait here.,Давай подождём здесь.,आइए यहीं प्रतीक्षा करें.
Life ain't easy.,Жизнь - непростая штука.,जीवन आसान नहीं है.
Life is a dream.,Жизнь — это сон.,जीवन एक सपना है।
Life is strange.,Жизнь - странная штука.,जिंदगी अजीब है.
Life isn't easy.,Жизнь - непростая штука.,जिंदगी आसान नहीं है.
Life isn't fair.,Жизнь несправедлива.,जीवन उचित नहीं है.
Life's not easy.,Жизнь - непростая штука.,जिंदगी आसान नहीं है.
Life's not fair.,Нет в жизни справедливости.,जिंदगी नहीं आसान।
Life's not fair.,Жизнь несправедлива.,जिंदगी नहीं आसान।
Listen a minute.,Послушай минуту.,एक मिनट सुनो.
Listen a minute.,Послушайте минуту.,एक मिनट सुनो.
Lock the office.,Запри офис.,कार्यालय पर ताला लगाओ.
Lock your doors.,Закрой двери.,अपने दरवाज़े बंद कर लो.
Lock your doors.,Закройте двери.,अपने दरवाज़े बंद कर लो.
Lock your doors.,Замкни двери.,अपने दरवाज़े बंद कर लो.
Lock your doors.,Замкните двери.,अपने दरवाज़े बंद कर लो.
Lock your doors.,Запри двери.,अपने दरवाज़े बंद कर लो.
Lock your doors.,Заприте двери.,अपने दरवाज़े बंद कर लो.
Look around you.,Посмотрите вокруг себя.,अपने आसपास देखो।
Look around you.,Посмотри вокруг себя.,अपने आसपास देखो।
Look around you.,Посмотри вокруг.,अपने आसपास देखो।
Look around you.,Оглядись.,अपने आसपास देखो।
Look around you.,Оглядитесь.,अपने आसपास देखो।
Look at the cat.,Посмотри на кошку.,बिल्ली को देखो.
Look at the cat.,Посмотрите на кошку.,बिल्ली को देखो.
Look at the cat.,Посмотри на кота.,बिल्ली को देखो.
Look at the cat.,Посмотрите на кота.,बिल्ली को देखो.
Look at the map.,Посмотри на карту.,मानचित्र पर देखो।
Look at the map.,Посмотрите на карту.,मानचित्र पर देखो।
Look at the sky.,Посмотри на небо.,आसमान की ओर देखो।
Look at the sky.,Взгляни на небо.,आसमान की ओर देखो।
Look at the sky.,Посмотрите на небо.,आसमान की ओर देखो।
Look behind you.,Оглянись.,आपने पीछे देखो।
Look behind you.,Оглянитесь.,आपने पीछे देखो।
Look behind you.,Посмотрите назад.,आपने पीछे देखो।
Look behind you.,Посмотри назад.,आपने पीछे देखो।
Look what I did.,"Смотри, что я сделал.",देखो मैंने क्या किया.
Look what I did.,"Смотри, что я сделала.",देखो मैंने क्या किया.
Look who's back.,"Смотри, кто вернулся.",देखो कौन वापस आया है.
Look who's back.,"Смотрите, кто вернулся.",देखो कौन वापस आया है.
Look who's here.,"Смотри, кто пришёл.",देखो वहां कौन है।
Look who's here.,"Смотри, кто здесь.",देखो वहां कौन है।
Look who's here.,"Смотрите, кто пришёл.",देखो वहां कौन है।
Look who's here.,Какие люди!,देखो वहां कौन है।
Look who's here.,Кого я вижу!,देखो वहां कौन है।
Loosen your tie.,Ослабь галстук.,अपनी टाई ढीली करो.
Lunch is served.,Обед подан.,दोपहर का भोजन परोसा जाता है.
Make a decision.,Прими решение.,फैसला लें।
Make a decision.,Примите решение.,फैसला लें।
Make it smaller.,Уменьши это.,इसे छोटा करो.
Make it smaller.,Уменьши его.,इसे छोटा करो.
Make it smaller.,Сделай его меньше.,इसे छोटा करो.
Make it smaller.,Сделайте его меньше.,इसे छोटा करो.
Make it smaller.,Сделайте это меньше.,इसे छोटा करो.
Make it smaller.,Укороти его.,इसे छोटा करो.
Many admire him.,Многие восхищаются им.,कई लोग उनकी प्रशंसा करते हैं.
Many admire him.,Многие в восторге от него.,कई लोग उनकी प्रशंसा करते हैं.
Mary had a baby.,Мэри родила ребёнка.,मैरी को एक बच्चा हुआ.
Mary had a baby.,У Мэри был ребёнок.,मैरी को एक बच्चा हुआ.
Mary helped Tom.,Мэри помогла Тому.,मैरी ने टॉम की मदद की।
Mary is a widow.,Мэри - вдова.,मैरी एक विधवा हैं.
Mary is my wife.,Мария - моя жена.,मैरी मेरी पत्नी है.
Mary's my niece.,Мэри - моя племянница.,मैरी मेरी भतीजी है.
May I be seated?,Можно мне сесть?,क्या मैं बैठ सकता हूँ?
May I borrow it?,Можно мне его одолжить?,क्या मैं इसे उधार ले सकता हूँ?
May I borrow it?,Можно мне её одолжить?,क्या मैं इसे उधार ले सकता हूँ?
"May I come, too?",Можно мне тоже прийти?,क्या मैं भी आ सकता हूँ?
"May I come, too?",Можно я тоже приду?,क्या मैं भी आ सकता हूँ?
May I go to bed?,Я могу пойти ложиться спать?,क्या मैं बिस्तर पर जा सकता हूँ?
May I go to bed?,Можно мне идти спать?,क्या मैं बिस्तर पर जा सकता हूँ?
May I go to bed?,Можно я пойду спать?,क्या मैं बिस्तर पर जा सकता हूँ?
May I interrupt?,Можно вас перебить?,क्या मैं बीच में बोल सकता हूँ?
May I interrupt?,Можно тебя перебить?,क्या मैं बीच में बोल सकता हूँ?
May I leave now?,Я могу сейчас уйти?,क्या मैं अब जा सकता हूँ?
May I park here?,Можно здесь припарковаться?,क्या मैं यहाँ पार्क कर सकता हूँ?
May I quote you?,Можно мне на тебя сослаться?,क्या मैं आपको उद्धृत कर सकता हूँ?
May I quote you?,Можно мне на вас сослаться?,क्या मैं आपको उद्धृत कर सकता हूँ?
May I stay here?,Можно я здесь останусь?,क्या मैं यहां रह सकता हूं?
May I stay here?,Можно я здесь побуду?,क्या मैं यहां रह सकता हूं?
May I try it on?,Могу я это примерить?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно мне его померить?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно мне её померить?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно я его померю?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно я её померю?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно я его примерю?,क्या मैं इसे आज़मा सकता हूं?
May I try it on?,Можно я её примерю?,क्या मैं इसे आज़मा सकता हूं?
Maybe I'll stay.,"Я, может быть, останусь.",शायद मैं रुकूंगा.
Maybe I'm wrong.,"Может быть, я ошибаюсь.",शायद मैं गलत हूँ।
Maybe Tom knows.,"Может быть, Том знает.",शायद टॉम जानता है.
Maybe Tom knows.,"Может, Том знает.",शायद टॉम जानता है.
Maybe he's dead.,"Возможно, он мёртв.",शायद वह मर चुका है.
Maybe he's dead.,"Он, наверное, умер.",शायद वह मर चुका है.
Maybe it's true.,"Может, это и правда.",शायद यह सच हो।
Maybe it's true.,"Может, это и так.",शायद यह सच हो।
Maybe next time.,"Может быть, в следующий раз.",शायद अगली बार.
Maybe next time.,"Может, в следующий раз.",शायद अगली बार.
Meet me at 2:30.,Встреть меня в полтретьего.,2:30 बजे मुझसे मिलो.
Meet me at 2:30.,Встретьте меня в полтретьего.,2:30 बजे मुझसे मिलो.
Men should work.,Люди должны работать.,पुरुषों को काम करना चाहिए.
Merry Christmas!,Весёлого Рождества!,क्रिसमस की बधाई!
Merry Christmas!,С Рождеством!,क्रिसमस की बधाई!
Merry Christmas!,С Рождеством Христовым!,क्रिसमस की बधाई!
Might I come in?,Можно войти?,क्या मैं अंदर आ सकता हूँ?
Mistakes happen.,Ошибки случаются.,गलतियाँ होती हैं.
Mom has a fever.,У мамы температура.,माँ को बुखार है.
Mom has a fever.,У мамы жар.,माँ को बुखार है.
"Mom, I'm hungry.","Мам, я есть хочу.",माँ मुझे भूख लगी है।
"Mom, I'm hungry.","Мам, я голодный.",माँ मुझे भूख लगी है।
Monday was cold.,В понедельник было холодно.,सोमवार ठंडा था.
Money is needed.,Нужны деньги.,पैसे की जरूरत है.
Money was tight.,Денег было мало.,पैसों की तंगी थी.
My TV is broken.,Мой телевизор сломался.,मेरा टीवी टूट गया है.
My TV is broken.,У меня телевизор сломался.,मेरा टीवी टूट गया है.
My answer is no.,"Мой ответ - ""нет"".",मेरा उत्तर है नहीं.
My bag is empty.,Моя сумка пуста.,मेरा बैग खाली है.
My bag is empty.,У меня в сумке пусто.,मेरा बैग खाली है.
My battery died.,Моя батарея сдохла.,मेरी बैटरी ख़त्म हो गई.
My book is here.,Моя книга здесь.,मेरी किताब यहाँ है.
My bottle broke.,Моя бутылка разбилась.,मेरी बोतल टूट गयी.
My cat is happy.,Моя кошка счастлива.,मेरी बिल्ली खुश है.
My cat is white.,Мой кот белый.,मेरी बिल्ली सफेद है.
My cat is white.,Моя кошка белая.,मेरी बिल्ली सफेद है.
My dog is white.,Моя собака белая.,मेरा कुत्ता सफ़ेद है.
My dog ran away.,Моя собака сбежала.,मेरा कुत्ता भाग गया.
My dog ran away.,У меня собака сбежала.,मेरा कुत्ता भाग गया.
My eyes watered.,У меня слезились глаза.,मेरी आँखों में पानी आ गया.
My father is in.,Мой отец дома.,मेरे पिता अंदर हैं.
My father is in.,Отец дома.,मेरे पिता अंदर हैं.
My father walks.,Мой отец идёт.,मेरे पिता चलते हैं.
My hair is long.,У меня длинные волосы.,मेरे बाल लंबे हैं।
My hat blew off.,С меня слетела шляпа.,मेरी टोपी उड़ गयी.
My house is new.,Мой дом новый.,मेरा घर नया है.
My jeans shrank.,Мои джинсы сели.,मेरी जींस सिकुड़ गई.
My life is easy.,Моя жизнь проста.,मेरा जीवन आसान है.
My life is easy.,Моя жизнь легка.,मेरा जीवन आसान है.
My life is here.,Моя жизнь здесь.,मेरा जीवन यहीं है.
My mouth is dry.,У меня сухо во рту.,मेरा मुँह सूख गया है.
My ring is gone.,У меня кольцо пропало.,मेरी अंगूठी चली गयी है.
My shirt is wet.,Моя рубашка мокрая.,मेरी शर्ट गीली है.
My shoes squeak.,У меня ботинки скрипят.,मेरे जूते चरमरा रहे हैं.
My suit is gray.,У меня серый костюм.,मेरा सूट ग्रे है.
My suit is grey.,У меня серый костюм.,मेरा सूट ग्रे है.
My throat hurts.,У меня болит горло.,मेरे गले में दर्द हो रहा है।
My wife left me.,Жена от меня ушла.,मेरी पत्नी ने मुझे छोड़ दिया.
My wife left me.,От меня ушла жена.,मेरी पत्नी ने मुझे छोड़ दिया.
My work is done.,Моя работа сделана.,मेरा काम पूरा हो गया.
My work is done.,Я сделал свою работу.,मेरा काम पूरा हो गया.
Name your price.,Назови свою цену.,आपकी कीमत का नाम।
Natto is sticky.,Натто липкое.,नट्टो चिपचिपा है.
Nature is cruel.,Природа жестока.,प्रकृति क्रूर है.
Neither is true.,И то и другое - неправда.,कोई भी सच नहीं है.
Never forget it.,Никогда не забывайте этого.,कभी नहीं भूलना।
Never forget it.,Никогда не забывай этого.,कभी नहीं भूलना।
Never forget it.,Никогда не забывай об этом!,कभी नहीं भूलना।
Never forget it.,Никогда не забывай об этом.,कभी नहीं भूलना।
Never forget it.,Никогда не забывайте об этом.,कभी नहीं भूलना।
Never look back.,Никогда не оглядывайся.,कभी पीछे मुड़ कर नहीें देखें।
Never look back.,Никогда не оглядывайтесь.,कभी पीछे मुड़ कर नहीें देखें।
Never lose hope.,Никогда не теряй надежду.,उम्मीद का दामन कभी मत छोड़ाे।
Never lose hope.,Никогда не теряй надежды!,उम्मीद का दामन कभी मत छोड़ाे।
Never lose hope.,Никогда не теряйте надежды!,उम्मीद का दामन कभी मत छोड़ाे।
Never lose hope.,Никогда не теряйте надежду.,उम्मीद का दामन कभी मत छोड़ाे।
Never play here.,Никогда тут не играй.,यहां कभी मत खेलो.
Never say never.,Никогда не говори никогда.,नेवर से नेवर।
Never tell lies.,Никогда не говорите неправду.,कभी झूठ मत बोलो.
Never tell lies.,Никогда не лги.,कभी झूठ मत बोलो.
Never tell lies.,Никогда не говори неправду.,कभी झूठ मत बोलो.
Never trust Tom.,Никогда не доверяй Тому.,टॉम पर कभी भरोसा मत करो.
Never trust Tom.,Никогда не доверяйте Тому.,टॉम पर कभी भरोसा मत करो.
No one answered.,Никто не ответил.,किसी ने जवाब नही दिया।
No one can help.,Никто не может помочь.,कोई मदद नहीं कर सकता.
No one did that.,Этого никто не сделал.,ऐसा किसी ने नहीं किया.
No one did that.,Никто этого не сделал.,ऐसा किसी ने नहीं किया.
No one flinched.,Никто не вздрогнул.,कोई नहीं झिझका.
No one flinched.,Ни один не вздрогнул.,कोई नहीं झिझका.
No one flinched.,Никто не отступил.,कोई नहीं झिझका.
No one flinched.,Ни один не отступил.,कोई नहीं झिझका.
No one got hurt.,Никто не пострадал.,किसी को चोट नहीं आई.
No one got sick.,Никто не заболел.,कोई बीमार नहीं पड़ा.
No one has come.,Никто не пришёл.,कोई नहीं आया.
No one has died.,Никто не умер.,किसी की मृत्यु नहीं हुई है.
No one is there.,Там никого нет.,कोई भी तो नहीं।
No one knew why.,Никто не знал почему.,कोई नहीं जानता था क्यों.
No one likes it.,Никому это не нравится.,इसे कोई पसंद नहीं करता.
No one likes me.,Меня никто не любит.,मुझे कोई नहीं चाहता।
No one likes me.,Я никому не нравлюсь.,मुझे कोई नहीं चाहता।
No one listened.,Никто не слушал.,किसी ने नहीं सुनी.
No one listened.,Никто не послушал.,किसी ने नहीं सुनी.
No one loves me.,Меня никто не любит.,कोई मुझे प्यार नहीं करता है।
No one objected.,Никто не возражал.,किसी ने विरोध नहीं किया.
No one panicked.,Никто не паниковал.,कोई नहीं घबराया.
No one saw that.,Этого никто не видел.,उसे किसी ने नहीं देखा.
No one saw that.,Никто этого не видел.,उसे किसी ने नहीं देखा.
No one told Tom.,Тому никто не сказал.,टॉम को किसी ने नहीं बताया।
No one was hurt.,Никто не пострадал.,कोई चोटिल नहीं हुआ।
No one was seen.,Никого не было видно.,कोई नहीं दिखा।
No one's hungry.,Никто не голоден.,कोई भूखा नहीं है.
No taxi stopped.,Ни одно такси не остановилось.,कोई टैक्सी नहीं रुकी.
No taxi stopped.,Ни одно такси не останавливалось.,कोई टैक्सी नहीं रुकी.
"No, I didn't go.","Нет, я не пошёл.","नहीं, मैं नहीं गया."
"No, I didn't go.","Нет, я не поехал.","नहीं, मैं नहीं गया."
"No, I didn't go.","Нет, я не ходил.","नहीं, मैं नहीं गया."
"No, I didn't go.","Нет, я не ездил.","नहीं, मैं नहीं गया."
Nobody answered.,Никто не ответил.,किसी ने भी जवाब नहीं दिया।
Nobody did that.,Этого никто не сделал.,किसी ने ऐसा नहीं किया.
Nobody did that.,Никто этого не сделал.,किसी ने ऐसा नहीं किया.
Nobody gets you.,Никто тебя не понимает.,तुम्हें कोई नहीं पाता.
Nobody gets you.,Никто вас не понимает.,तुम्हें कोई नहीं पाता.
Nobody got hurt.,Никто не пострадал.,किसी को चोट नहीं आई.
Nobody got paid.,Никому не заплатили.,किसी को भुगतान नहीं मिला.
Nobody has died.,Никто не умер.,किसी की मृत्यु नहीं हुई है.
Nobody heard me.,Никто меня не услышал.,किसी ने मेरी बात नहीं सुनी.
Nobody heard me.,Меня никто не услышал.,किसी ने मेरी बात नहीं सुनी.
Nobody likes it.,Никто это не любит.,किसी को भी यह पसंद नहीं है.
Nobody likes it.,Это никому не нравится.,किसी को भी यह पसंद नहीं है.
Nobody likes me.,Меня никто не любит.,कोई भी मुझे पसंद नही करती है।
Nobody likes me.,Я никому не нравлюсь.,कोई भी मुझे पसंद नही करती है।
Nobody likes us.,Нас никто не любит.,कोई भी हमें पसंद नहीं करता.
Nobody likes us.,Мы никому не нравимся.,कोई भी हमें पसंद नहीं करता.
Nobody loves me.,Меня никто не любит.,कोई भी मुझे प्यार नहीं करता है।
Nobody needs me.,Я никому не нужен.,मुझे किसी की आवश्यकता नहीं है।
Nobody needs me.,Я никому не нужна.,मुझे किसी की आवश्यकता नहीं है।
Nobody objected.,Никто не возражал.,किसी ने विरोध नहीं किया.
Nobody stood up.,Никто не встал.,कोई खड़ा नहीं हुआ.
Nobody stood up.,Никто не поднялся.,कोई खड़ा नहीं हुआ.
Nobody wants it.,Никому это не нужно.,यह कोई नहीं चाहता.
Nobody wants it.,Никто не хочет этого.,यह कोई नहीं चाहता.
Nobody was home.,Никого не было дома.,घर पर कोई नहीं था.
Nobody was home.,Дома никого не было.,घर पर कोई नहीं था.
Nobody was hurt.,Никто не пострадал.,किसी को चोट नहीं आई.
Nobody's hungry.,Никто не голоден.,कोई भूखा नहीं है.
Nobody's hungry.,Есть никто не хочет.,कोई भूखा नहीं है.
Nobody's moving.,Никто не двигается.,कोई भी हिल नहीं रहा है.
Nothing changed.,Ничего не изменилось.,कुछ भी नहीं बदला।
Nothing changes.,Ничто не меняется.,कुछ नहीं बदलता है।
Nothing changes.,Ничего не меняется.,कुछ नहीं बदलता है।
Now I'm worried.,Я уже беспокоюсь.,अब मैं चिंतित हूं.
Now go to sleep.,Теперь иди спать.,अब सो जाओ।
Now go to sleep.,Теперь идите спать.,अब सो जाओ।
Now is the time.,Сейчас самое время.,अब समय आ गया है।
Now stand still.,Теперь стой спокойно.,अब स्थिर रहो.
Now stand still.,Теперь стойте спокойно.,अब स्थिर रहो.
Now stop crying.,А теперь прекрати плакать.,अब रोना बंद करो.
Now stop crying.,"Ну всё, хватит плакать.",अब रोना बंद करो.
Now stop crying.,"Ну всё, перестань плакать.",अब रोना बंद करो.
Now stop crying.,"Ну всё, перестаньте плакать.",अब रोना बंद करो.
Now turn around.,Теперь повернись.,अब पलटो.
Now turn around.,Теперь повернитесь.,अब पलटो.
Now turn around.,Теперь развернись.,अब पलटो.
Now turn around.,Теперь развернитесь.,अब पलटो.
Now we know why.,Теперь мы знаем почему.,अब हम जानते हैं क्यों।
Now you're safe.,Теперь ты в безопасности.,अब आप सुरक्षित हैं.
Now you're safe.,Вы теперь в безопасности.,अब आप सुरक्षित हैं.
Now you're safe.,Теперь вы в безопасности.,अब आप सुरक्षित हैं.
Now you're safe.,Ты теперь в безопасности.,अब आप सुरक्षित हैं.
Nowhere is safe.,Безопасных мест нет.,कहीं भी सुरक्षित नहीं है।
Nowhere is safe.,Безопасных мест не бывает.,कहीं भी सुरक्षित नहीं है।
Nowhere is safe.,Нигде не безопасно.,कहीं भी सुरक्षित नहीं है।
October is over.,Октябрь прошёл.,अक्टूबर ख़त्म हो गया है.
"Oh, don't worry.","О, не волнуйся.","ओह, चिंता मत करो."
"Oh, don't worry.","О, не беспокойтесь.","ओह, चिंता मत करो."
"Oh, don't worry.","О, не беспокойся.","ओह, चिंता मत करो."
"Oh, don't worry.","О, не волнуйтесь.","ओह, चिंता मत करो."
Once was enough.,Одного раза было достаточно.,एक बार ही काफी था.
Once was enough.,Одного раза хватило.,एक बार ही काफी था.
Only Tom smiled.,Только Том улыбнулся.,केवल टॉम मुस्कुराया.
Only Tom stayed.,Остался только Том.,केवल टॉम ही रुका।
Only Tom stayed.,Остался один Том.,केवल टॉम ही रुका।
Open the bottle.,Открой бутылку.,बोतल खोलो.
Open the bottle.,Откройте бутылку.,बोतल खोलो.
Open the drapes.,Открой шторы.,पर्दे खोलो.
Open the drapes.,Откройте шторы.,पर्दे खोलो.
Open the drapes.,Отдёрни шторы.,पर्दे खोलो.
Open the drapes.,Отдёрните шторы.,पर्दे खोलो.
Open the drapes.,Распахни шторы.,पर्दे खोलो.
Open the drapes.,Распахните шторы.,पर्दे खोलो.
Open the drapes.,Раскрывай шторы.,पर्दे खोलो.
Open the drapes.,Раскрывайте шторы.,पर्दे खोलो.
Open the drapes.,Раскрой шторы.,पर्दे खोलो.
Open the drapes.,Раскройте шторы.,पर्दे खोलो.
Open the drapes.,Раздвинь шторы.,पर्दे खोलो.
Open the drapes.,Раздвиньте шторы.,पर्दे खोलो.
Open the window.,Открой окно.,खिड़की खोलो।
Open the window.,Откройте окно.,खिड़की खोलो।
Open the window.,Открой окно!,खिड़की खोलो।
Open your books.,Откройте свои книги!,अपनी पुस्तकें खोलो।
Open your books.,Откройте ваши книги.,अपनी पुस्तकें खोलो।
Open your books.,Откройте книги.,अपनी पुस्तकें खोलो।
Open your mouth!,Открой рот.,अपना मुँह खोलो!
Open your mouth!,Откройте рот!,अपना मुँह खोलो!
Open your mouth.,Открой рот.,अपना मुँह खोलो।
Open your mouth.,Откройте рот!,अपना मुँह खोलो।
Our plan failed.,Наш план провалился.,हमारी योजना विफल रही.
Our plan worked.,Наш план сработал.,हमारी योजना काम कर गयी.
Paint the fence.,Покрась забор.,बाड़ को पेंट करें।
Paint the fence.,Покрасьте забор.,बाड़ को पेंट करें।
Pandas are cute.,Панды милые.,पांडा प्यारे हैं.
Parties bore me.,Мне скучно на вечеринках.,पार्टियां मुझे बोर करती हैं.
Pass me the pen.,Передайте мне ручку.,मुझे कलम दे दो.
People like Tom.,Том нравится людям.,लोग टॉम को पसंद करते हैं।
People like Tom.,Том людям нравится.,लोग टॉम को पसंद करते हैं।
People like Tom.,Людям Том нравится.,लोग टॉम को पसंद करते हैं।
People like Tom.,Людям нравится Том.,लोग टॉम को पसंद करते हैं।
People like Tom.,Народ Тома любит.,लोग टॉम को पसंद करते हैं।
Place your bets.,Делайте Ваши ставки!,अपने दांव लगाएं।
Please be brief.,"Пожалуйста, будь краток.",कृपया संक्षिप्त रहें.
Please be brief.,"Пожалуйста, будьте кратки.",कृपया संक्षिप्त रहें.
Please be quiet.,"Тише, пожалуйста.",कृपया शांत रहें।
Please call Tom.,"Позвони, пожалуйста, Тому.",कृपया टॉम को कॉल करें।
Please call Tom.,"Позвоните, пожалуйста, Тому.",कृपया टॉम को कॉल करें।
Please call Tom.,"Позови, пожалуйста, Тома.",कृपया टॉम को कॉल करें।
Please call Tom.,"Позовите Тома, пожалуйста.",कृपया टॉम को कॉल करें।
Please call Tom.,"Будьте добры, позовите Тома.",कृपया टॉम को कॉल करें।
Please call him.,"Позвоните ему, пожалуйста.",कृपया उसे कॉल करें.
Please call him.,"Позвони ему, пожалуйста.",कृपया उसे कॉल करें.
Please call him.,"Позовите его, пожалуйста.",कृपया उसे कॉल करें.
Please call him.,"Позови его, пожалуйста.",कृपया उसे कॉल करें.
Please continue.,"Продолжайте, пожалуйста.",कृपया जारी रखें।
Please continue.,"Пожалуйста, продолжайте.",कृपया जारी रखें।
Please continue.,"Продолжай, пожалуйста.",कृपया जारी रखें।
Please don't go.,"Пожалуйста, не ходите.",कृपया मत जाइये.
Please don't go.,"Пожалуйста, не ходи.",कृपया मत जाइये.
Please find Tom.,"Пожалуйста, найди Тома.",कृपया टॉम को ढूंढें।
Please find Tom.,"Пожалуйста, найдите Тома.",कृपया टॉम को ढूंढें।
Please find Tom.,"Найди, пожалуйста, Тома.",कृपया टॉम को ढूंढें।
Please find Tom.,"Найдите, пожалуйста, Тома.",कृपया टॉम को ढूंढें।
Please fix that.,"Пожалуйста, почините это.",कृपया उसे ठीक करें.
Please fix that.,"Исправьте это, пожалуйста.",कृपया उसे ठीक करें.
Please fix that.,"Исправь это, пожалуйста.",कृपया उसे ठीक करें.
Please fix this.,"Исправьте это, пожалуйста.",कृपया इसे ठीक करें.
Please fix this.,"Исправь это, пожалуйста.",कृपया इसे ठीक करें.
Please fix this.,"Почините это, пожалуйста.",कृपया इसे ठीक करें.
Please help Tom.,"Пожалуйста, помогите Тому.",कृपया टॉम की मदद करें।
Please help Tom.,"Помогите Тому, пожалуйста.",कृपया टॉम की मदद करें।
Please help Tom.,"Помоги Тому, пожалуйста.",कृपया टॉम की मदद करें।
Please hurry up!,"Побыстрее, пожалуйста!",कृपया जल्दी करें!
Please hurry up.,"Пожалуйста, поторопись.",कृपया जल्दी करें।
Please hurry up.,"Пожалуйста, поторопитесь.",कृपया जल्दी करें।
Please hurry up.,"Побыстрей, пожалуйста.",कृपया जल्दी करें।
Please leave us.,"Пожалуйста, оставь нас.",कृपया हमें छोड़ दें.
Please leave us.,"Пожалуйста, оставьте нас.",कृपया हमें छोड़ दें.
Please sit down.,"Пожалуйста, сядьте.",कृपया बैठ जाओ।
Please sit here.,"Садитесь здесь, пожалуйста.",कृपया यहीं बैठें.
Please stand up.,"Пожалуйста, встаньте.",कृपया खड़े हो जाओ।
Please stand up.,"Встань, пожалуйста.",कृपया खड़े हो जाओ।
Please tell Tom.,"Пожалуйста, скажи Тому.",कृपया टॉम को बताएं।
Please tell Tom.,"Пожалуйста, скажите Тому.",कृपया टॉम को बताएं।
Please trust me.,"Пожалуйста, доверяй мне.",कृपया मुझ पर यकीन करो।
"Please, tell me.","Пожалуйста, скажите мне.",कृपया मुझे बताओ।
Prices are high.,Цены высокие.,कीमतें ऊंची हैं.
Pull up a chair.,Поднимите кресло.,एक कुर्सी खींचो.
Push the button.,Нажми на кнопку.,घुण्डी दबाना।
Push the button.,Нажмите на кнопку.,घुण्डी दबाना।
Push the button.,Нажми кнопку.,घुण्डी दबाना।
Push the button.,Нажмите кнопку.,घुण्डी दबाना।
Put on a jacket.,Надень куртку.,जैकेट पहनो.
Put on your cap.,Надень шапку.,अपनी टोपी लगाओ.
Put on your hat.,Надень шляпу.,अपनी टोपी पहनें।
Put on your hat.,Наденьте шляпу.,अपनी टोपी पहनें।
Put your hat on.,Наденьте шапку.,अपनी टोपी लगाओ.
Quit teasing me.,Хватит меня дразнить.,मुझे चिढ़ाना बंद करो.
Raise your hand.,Подними руку.,अपना हाथ बढ़ाएं।
Raise your hand.,Поднимите руку.,अपना हाथ बढ़ाएं।
Read this first.,Прочти это в первую очередь.,पहले इसे पढ़ें.
Read this first.,Прочти сначала это.,पहले इसे पढ़ें.
Read this first.,Прочтите сначала это.,पहले इसे पढ़ें.
Remind me later.,Напомни мне позже.,मुझे बाद में याद दिलाना।
Remind me later.,Напомните мне позже.,मुझे बाद में याद दिलाना।
Remove your hat.,Снимите вашу шляпу.,अपनी टोपी उतारो.
Remove your hat.,Сними шляпу.,अपनी टोपी उतारो.
Repeat after me.,Повторяйте за мной.,मेरे बाद दोहराएँ।
Repeat after me.,Повторяй за мной.,मेरे बाद दोहराएँ।
Rules are rules.,Правила есть правила.,नियमों तो नियम हैं।
Save me a donut.,Прибереги для меня пончик.,मेरे लिए एक डोनट बचा लो.
Save me a donut.,Оставь мне пончик.,मेरे लिए एक डोनट बचा लो.
