English,Russian
Here's your milk.,Вот твоё молоко.
Here's your milk.,Вот ваше молоко.
"Here, drink this.","Вот, выпей это."
"Here, drink this.","Вот, выпейте это."
"Here, smell this.","Вот, понюхайте."
"Here, smell this.","Вот, понюхай."
"Here, smell this.","На, понюхай."
"Here, try my pen.","Вот, попробуйте моей ручкой."
"Here, try my pen.","Вот, попробуйте мою ручку."
"Here, use my key.","Вот, возьми мой ключ."
"Here, use my key.","Вот, воспользуйся моим ключом."
"Here, use my key.","Вот, воспользуйтесь моим ключом."
"Here, use my key.","Вот, используй мой ключ."
"Here, use my pen.","Вот, возьми мою ручку."
"Hey, I was wrong.","Эй, я был неправ."
"Hey, are you Tom?","Эй, ты Том?"
"Hey, don't worry.","Эй, не переживай."
"Hey, it's my job.","Эй, это моя работа."
"Hey, that's mine.","Эй, это моё!"
"Hey, wait for me.","Эй, подожди меня."
"Hey, wait for me.","Эй, подождите меня."
"Hey, wait for me.","Эй, меня подождите!"
"Hey, wait for me.","Эй, меня подожди!"
"Hey, what's that?","Эй, это что такое?"
"Hey, what's this?","Эй, что это?"
"Hey, where's Tom?","Эй, где Том?"
"Hey, who are you?","Эй, ты кто?"
"Hey, who are you?","Эй, вы кто?"
His eyes are red.,У него красные глаза.
His name was Tom.,Его звали Том.
"Hmm, what's this?","Хм, что это?"
Hold on a moment.,Подожди минутку.
Hold on a second.,Секундочку.
Hold on a second.,Погодите секунду.
Hold your breath.,Задержите дыхание.
Hold your breath.,Задержи дыхание.
Hold your horses.,Попридержи коней.
Hold your horses.,Полегче на поворотах!
Hold your tongue!,Придержи язык!
Hold your tongue!,Попридержи язык!
Hold your tongue!,Попридержите язык!
Hold your tongue!,Придержите язык!
Hope hasn't died.,Надежда не умерла.
Horses eat grass.,Лошади питаются травой.
Horses eat grass.,Лошади едят траву.
How about Friday?,Как насчёт пятницы?
How about a beer?,Как насчёт кружки пива?
How about a bite?,Как насчет перекусить?
How about a kiss?,Как насчёт поцелуя?
How about a song?,Как насчёт песни?
How about a walk?,Как насчёт прогулки?
How are the eggs?,Как яйца?
How are the kids?,Как дети?
"How are you, Tom?","Как дела, Том?"
"How are you, Tom?","Ты как, Том?"
"How are you, Tom?","Как жизнь, Том?"
"How are you, Tom?","Как ты, Том?"
How can Tom help?,Как Том может помочь?
How can you help?,Как ты можешь помочь?
How can you help?,Как вы можете помочь?
How can you lose?,Как ты можешь проиграть?
How can you lose?,Как вы можете проиграть?
How cool is that?,Насколько это классно?
How could I know?,Откуда я мог знать?
How could I know?,Откуда я могла знать?
How did Tom help?,Как Том помог?
How did Tom help?,Чем Том помог?
How did Tom know?,Откуда Том знал?
How did Tom look?,Как Том выглядел?
How did he do it?,Как он это сделал?
How did that end?,Чем это закончилось?
How did they die?,Как они умерли?
How did they die?,Как они погибли?
How did you cope?,Как вы справились?
How did you know?,Откуда ты знал?
How did you know?,Откуда вы знали?
How did you meet?,Как вы познакомились?
How do I do this?,Как мне это сделать?
How do I sign up?,Как мне зарегистрироваться?
How do they feel?,Как они себя чувствуют?
How do they feel?,Как они?
How do they know?,Откуда они знают?
How do they look?,Как они выглядят?
How do we fix it?,Как нам его починить?
How do we fix it?,Как нам её починить?
How do you do it?,Как ты это делаешь?
How do you do it?,Как вы это делаете?
How does it feel?,Каково это?
How does it work?,Как это работает?
How does it work?,Как это устроено?
How is Tom doing?,Как поживает Том?
How is Tom doing?,Как у Тома дела?
How is the salad?,Как салат?
How is your cold?,Как Ваша простуда?
How is your cold?,Как твоя простуда?
How is your wife?,Как поживает твоя жена?
How is your wife?,Как жена?
How lucky we are!,Как нам везёт!
How melodramatic!,Какая мелодрама!
How melodramatic!,Как мелодраматично!
How much is this?,Сколько это стоит?
How safe is that?,Насколько это безопасно?
How strong he is!,Какой он сильный!
How stupid he is!,Как он глуп!
How stupid he is!,Какой же он тупой!
How stupid of me!,Как глупо с моей стороны!
How tall are you?,Какой у тебя рост?
How tall are you?,Какой у Вас рост?
How tall are you?,У тебя какой рост?
How tall are you?,Какого ты роста?
How tall you are!,Какой ты высокий!
How tall you are!,Какая ты высокая!
How tall you are!,Какие вы высокие!
How unlucky I am!,Как мне не везёт!
How unlucky I am!,Как же мне не везёт!
How unlucky I am!,Какой же я невезучий!
How unlucky I am!,Какая же я невезучая!
How was the food?,Тебе понравилась еда?
How was the game?,Как прошла игра?
How was the game?,Какой была игра?
How was the game?,Как игра?
How was the play?,Как пьеса?
How was the play?,Как спектакль?
How was the show?,Как спектакль?
How was the show?,Как представление?
How was the trip?,Как прошло путешествие?
How was the trip?,Как поездка?
How was your day?,Как прошёл день?
How was your day?,Как у тебя день прошёл?
How was your day?,Как прошел твой день?
How will it work?,Как это будет работать?
How would I know?,Откуда мне знать?
How you've grown!,Как ты вырос!
How you've grown!,Как ты выросла!
How're you doing?,Как поживаете?
How're you doing?,Как дела?
How's that again?,Как ты сказал?
How's that again?,Как Вы сказали?
How's work going?,Как работа?
"Hurry up, please.","Поторопись, пожалуйста."
"Hurry up, please.","Поторопитесь, пожалуйста."
"Hurry up, please.","Побыстрей, пожалуйста."
I admire his wit.,Я восхищаюсь его остроумием.
I agree with Tom.,Я согласен с Томом.
I agree with Tom.,Я согласна с Томом.
I agree with him.,Я согласен с ним.
I agree with him.,Я согласна с ним.
I agree with him.,Я с ним согласен.
I agree with him.,Я с ним согласна.
I agree with you.,Я согласен с вами.
I agree with you.,Я с вами согласен.
I agree with you.,Я согласен с Вами.
I agree with you.,Я согласна с Вами.
I agreed to help.,Я согласился помочь.
I agreed to stay.,Я согласился остаться.
I agreed to wait.,Я согласился подождать.
I almost drowned.,Я чуть не утонул.
I almost drowned.,Я едва не утонул.
I almost drowned.,Я почти утонул.
I almost drowned.,Я чуть не утонула.
I almost fainted.,Я почти упал в обморок.
I almost gave up.,Я почти сдался.
I almost gave up.,Я чуть не сдался.
I almost sneezed.,Я чуть не чихнул.
I already did it.,Я это уже сделал.
I already saw it.,Я его уже видел.
I already saw it.,Я её уже видел.
I also like cake.,Мне тоже нравится торт.
I also like cats.,Я тоже люблю кошек.
I also like cats.,Мне тоже нравятся кошки.
I always do that.,Я всегда так делаю.
I always do that.,Я всегда это делаю.
I always do this.,Я всегда это делаю.
I always said no.,Я всегда говорил нет.
I always said no.,Я всегда отказывался.
I always says no.,Я всегда говорю нет.
I always says no.,Я всегда отказываю.
I am a bit crazy.,Я малость с придурью.
I am a bit drunk.,Я немного пьян.
I am a bit drunk.,Я слегка подшофе.
I am a foreigner.,Я иностранец.
I am a foreigner.,Я иностранка.
I am a housewife.,Я домохозяйка.
I am a professor.,Я профессор.
I am against war.,Я против войны.
I am cooking now.,Я сейчас готовлю еду.
I am dumbfounded.,Я ошарашен.
I am eating rice.,Я ем рис.
I am embarrassed.,Я сбит с толку.
I am from Brazil.,Я из Бразилии.
I am from France.,Я из Франции.
I am from Norway.,Я из Норвегии.
I am from Russia.,Я из России.
I am frying fish.,Я жарю рыбу.
I am in Rome now.,Я сейчас в Риме.
I am not a witch.,Я не ведьма.
I am not kidding.,Я не шучу.
I am not thirsty.,У меня нет жажды.
I am not thirsty.,Мне не хочется пить.
I am now on duty.,Я сейчас на службе.
I am on duty now.,Я сейчас на дежурстве.
I am on duty now.,Я сейчас на службе.
I am only joking.,Я просто шучу.
I am only joking.,Я только шучу.
I am out of work.,Я безработный.
I am pretty sure.,Я вполне уверен.
I am still alone.,Я всё еще один.
I am still alone.,Я всё еще одна.
I am still alone.,Я всё еще одинок.
I am still alone.,Я всё еще одинока.
I am still alone.,Я до сих пор один.
I am truly sorry.,Мне искренне жаль.
I am very hungry.,Я очень голоден.
I am very hungry.,Я очень голодный.
I am very hungry.,Я очень голодная.
I am your father.,Я твой отец.
I am your father.,Я ваш отец.
I arrived by car.,Я приехал на машине.
I asked Mary out.,Я пригласил Мэри на свидание.
I asked for food.,Я попросил еды.
I asked for help.,Я попросил помощи.
I ate on the bus.,Я поел в автобусе.
I ate on the bus.,Я поела в автобусе.
I ate the cheese.,Я съел сыр.
I ate the cheese.,Я съела сыр.
I beat you to it.,Я опередил тебя.
I became a woman.,Я стала женщиной.
I became a woman.,Я стал женщиной.
I became alarmed.,Я встревожился.
I became curious.,Мне стало любопытно.
I became furious.,Я рассвирепел.
I began laughing.,Я засмеялся.
I began laughing.,Я начал смеяться.
I began to blush.,Я начал краснеть.
I began to dance.,Я начал танцевать.
I began to panic.,Я начал паниковать.
I began to panic.,Я запаниковал.
I began to speak.,Я начал говорить.
I began to speak.,Я заговорил.
I begin tomorrow.,Я начинаю завтра.
I behaved myself.,Я вёл себя хорошо.
I believe in God.,Я верю в Бога.
I believe in Tom.,Я верю в Тома.
I believe in him.,Я верю в него.
I believe in him.,Я в него верю.
I believe in you.,Я верю в тебя.
I believe in you.,Я в тебя верю.
I believe in you.,Я в вас верю.
I believe in you.,Я верю в вас.
I bet it was Tom.,"Держу пари, это был Том."
I bet it was Tom.,"Бьюсь об заклад, это был Том."
I bought a horse.,Я купил лошадь.
I bought a house.,Я купил дом.
I bought a house.,Я купила дом.
I bought a watch.,Я купила наручные часы.
I bought a watch.,Я купил часы.
I bought a watch.,Я купил наручные часы.
I bought a watch.,Я купила часы.
I bought flowers.,Я купил цветы.
I bought the car.,Я купил эту машину.
I bowed politely.,Я вежливо поклонился.
I bowed politely.,Я вежливо поклонилась.
I brought a book.,Я принёс книгу.
I brought dinner.,Я принёс ужин.
I bumped my knee.,Я ушиб колено.
I call Tom a lot.,Я часто звоню Тому.
I call the shots.,Я главный.
I called earlier.,Я уже звонил.
I called him Tom.,Я назвал его Томом.
I came back home.,Я вернулся домой.
I came by myself.,Я пришёл один.
I came home late.,Я пришёл домой поздно.
I came on Monday.,Я приехал в понедельник.
I came to say hi.,Я пришёл поздороваться.
I came to say hi.,Я зашёл поздороваться.
I came yesterday.,Я приехал вчера.
I can bake bread.,Я умею печь хлеб.
I can be patient.,Я могу быть терпеливым.
I can be patient.,Я могу быть терпеливой.
I can be trusted.,Мне можно доверять.
I can carry that.,Я могу это понести.
I can dance well.,Я хорошо танцую.
"I can do it, too.",Я тоже могу это сделать.
I can explain it.,Я могу это объяснить.
I can explain it.,Я могу его объяснить.
I can explain it.,Я могу её объяснить.
I can hardly see.,Я едва вижу.
I can hardly see.,Я почти не вижу.
I can read minds.,Я могу читать мысли.
I can read minds.,Я умею читать мысли.
I can replace it.,Я могу его заменить.
I can replace it.,Я могу её заменить.
I can reschedule.,Я могу перенести.
I can still work.,Я ещё могу работать.
I can't allow it.,Я не могу этого позволить.
I can't be fired.,Меня нельзя уволить.
I can't budge it.,Я не могу сдвинуть это с места.
I can't call Tom.,Я не могу позвать Тома.
I can't call Tom.,Я не могу позвонить Тому.
I can't come now.,Я сейчас не могу прийти.
I can't complain.,Не могу пожаловаться.
I can't die here.,Я не могу умереть здесь.
I can't eat meat.,Я не могу есть мясо.
I can't eat meat.,Мне нельзя мясо.
I can't eat pork.,Я не могу есть свинину.
I can't eat pork.,Мне нельзя свинину.
I can't eat that.,Мне это нельзя.
I can't eat that.,Я не могу это есть.
I can't eat this.,Мне это нельзя.
I can't eat this.,Я не могу это есть.
I can't find Tom.,Не могу найти Тома.
I can't fire Tom.,Я не могу уволить Тома.
I can't fire you.,Я не могу вас уволить.
I can't fire you.,Я не могу тебя уволить.
I can't fix this.,Я не могу это починить.
I can't go alone.,Я не могу идти один.
I can't go alone.,Я не могу идти одна.
I can't go alone.,Я не могу пойти один.
I can't go alone.,Я не могу пойти одна.
I can't go there.,Мне туда нельзя.
I can't go there.,Я не могу туда пойти.
I can't go there.,Я не могу туда поехать.
I can't go there.,Мне нельзя туда идти.
I can't go there.,Мне нельзя туда ехать.
I can't hate you.,Я не могу ненавидеть тебя.
I can't hate you.,Я не могу вас ненавидеть.
I can't hate you.,Я не могу тебя ненавидеть.
I can't hear Tom.,Я не слышу Тома.
I can't hear you.,Я вас не слышу.
I can't hear you.,Мне вас не слышно.
I can't hear you.,Мне тебя не слышно.
I can't help you.,Я не могу вам помочь.
I can't help you.,Я не могу помочь тебе.
I can't help you.,Я не могу тебе помочь.
I can't join you.,Я не могу к вам присоединиться.
I can't pay them.,Я не могу им заплатить.
I can't prove it.,Я не могу доказать это.
I can't prove it.,Я не могу это доказать.
I can't reach it.,Мне не достать до него.
I can't read yet.,Я ещё не умею читать.
I can't remember.,Я не могу вспомнить.
I can't save you.,Я не могу спасти тебя.
I can't save you.,Я не могу спасти вас.
I can't save you.,Я не могу вас спасти.
I can't save you.,Я не могу тебя спасти.
I can't say that.,Я не могу сказать этого.
I can't say that.,Этого я не могу сказать.
I can't say that.,Этого я сказать не могу.
I can't see well.,Я плохо вижу.
I can't show you.,Я не могу тебе показать.
I can't show you.,Я не могу вам показать.
I can't stand it.,Я терпеть этого не могу.
I can't stand up.,Я не могу подняться.
I can't stand up.,Я не могу встать.
I can't stop Tom.,Я не могу остановить Тома.
I can't stop her.,Я не могу её остановить.
I can't stop her.,Мне её не остановить.
I can't stop him.,Я не могу его остановить.
I can't stop him.,Мне его не остановить.
I can't stop you.,Я не могу тебя остановить.
I can't stop you.,Я не могу вас остановить.
I can't talk now.,Я не могу сейчас говорить.
I can't tell yet.,Я пока не могу сказать.
I can't tell you.,Я не могу тебе сказать.
I can't tell you.,Я не могу вам сказать.
I can't use this.,Я не могу этим пользоваться.
I cannot stop it.,Я не могу это остановить.
I cannot stop it.,Я не в состоянии это остановить.
I cannot whistle.,Я не умею свистеть.
I care about you.,Я забочусь о тебе.
I caught a mouse.,Я поймал мышь.
I caught a trout.,Я поймал форель.
I caught the dog.,Том поймал собаку.
I caught the flu.,Я подхватил грипп.
I caught the flu.,Я загрипповал.
I caught the flu.,Я схватил грипп.
I chose the wine.,Я выбрал вино.
I climbed a tree.,Я залез на дерево.
I climbed a tree.,Я забрался на дерево.
I climbed a tree.,Я влез на дерево.
I closed my door.,Я закрыл свою дверь.
I closed my eyes.,Я закрыл глаза.
I closed one eye.,Я закрыл один глаз.
I closed one eye.,Я зажмурил один глаз.
I collect comics.,Я собираю комиксы.
I collect comics.,Я коллекционирую комиксы.
I collect stamps.,Я собираю марки.
I collect stamps.,Я коллекционирую марки.
I come every day.,Я прихожу каждый день.
I confiscated it.,Я конфисковал это.
I confiscated it.,Я конфисковала это.
I cook every day.,Я готовлю каждый день.
I could be wrong.,"Возможно, я ошибаюсь."
I could be wrong.,Я мог ошибаться.
I could be wrong.,Я мог ошибиться.
I could be wrong.,Я могла ошибаться.
I could be wrong.,Я могла ошибиться.
I could help Tom.,Я мог бы помочь Тому.
I could help Tom.,Я мог помочь Тому.
I could help you.,Я мог бы тебе помочь.
I could help you.,Я могла бы тебе помочь.
I could help you.,Я мог бы вам помочь.
I could help you.,Я могла бы вам помочь.
I could kill you.,Я мог тебя убить.
I could kill you.,Я могла тебя убить.
I could kill you.,Я могла вас убить.
I could kill you.,Я мог вас убить.
I could kill you.,Я мог бы вас убить.
I could kill you.,Я мог бы тебя убить.
I could kill you.,Я могла бы тебя убить.
I could kill you.,Я могла бы вас убить.
I could kill you.,Я могла убить тебя.
I could kill you.,Я мог убить тебя.
I could kill you.,Я мог убить вас.
I could kill you.,Я могла бы убить тебя.
I could kill you.,Я могла бы убить вас.
I could kill you.,Я мог бы убить вас.
I could kill you.,Я мог бы убить тебя.
I could kiss you.,Я бы мог тебя поцеловать.
I could kiss you.,Я мог тебя поцеловать.
I could kiss you.,Я бы мог Вас поцеловать.
I could kiss you.,Я мог вас поцеловать.
I could see that.,Я заметила.
I couldn't do it.,Я не смог этого сделать.
I couldn't do it.,Я бы не смог этого сделать.
I couldn't sleep.,Я не могла спать.
I couldn't sleep.,Я не мог спать.
I cut Tom's hair.,Я постриг Тома.
I deliver pizzas.,Я разносчик пиццы.
I deliver pizzas.,Я разносчица пиццы.
I deserve better.,Я заслуживаю лучшего.
I deserve to win.,Я заслуживаю победы.
I did everything.,Я всё сделал.
I did it already.,Я это уже сделал.
I did it for Tom.,Я сделал это для Тома.
I did it for Tom.,Я сделала это для Тома.
I did it for him.,Я сделал это для него.
I did it for him.,Я сделал это ради него.
I did it for him.,Я сделала это для него.
I did it for him.,Я сделала это ради него.
I did it for you.,Я сделала это ради тебя.
I did it for you.,Я сделал это ради тебя.
I did it for you.,Я сделала это ради вас.
I did it for you.,Я сделал это ради вас.
I did it quickly.,Я сделал это быстро.
I did that again.,Я снова это сделала.
I did that today.,Я сделал это сегодня.
I did that wrong.,Я сделал это неправильно.
I did this alone.,Я сделал это один.
I did this alone.,Я сделала это одна.
I didn't ask Tom.,Я Тома не спрашивал.
I didn't ask Tom.,Я не спросил у Тома.
I didn't ask you.,Я тебя не спрашивал.
I didn't ask you.,Я вас не спрашивал.
I didn't ask you.,Я тебя не просил.
I didn't ask you.,Я вас не просил.
I didn't deny it.,Я этого не отрицал.
I didn't do much.,Я мало что сделал.
I didn't do that.,Я этого не делал.
I didn't do this.,Я этого не делал.
I didn't find it.,Я его не нашёл.
I didn't find it.,Я её не нашёл.
I didn't give up.,Я не сдался.
I didn't give up.,Я не сдавался.
I didn't go home.,Я не пошёл домой.
I didn't hear it.,Я этого не слышал.
I didn't hit Tom.,Я не бил Тома.
I didn't hug Tom.,Я не обнимал Тома.
I didn't hug Tom.,Я не обнимала Тома.
I didn't like it.,Мне не понравилось.
I didn't lose it.,Я его не терял.
I didn't lose it.,Я её не терял.
I didn't mean it.,Я не специально.
I didn't mean it.,Я не это имела в виду.
I didn't mean it.,Я не нарочно.
I didn't mean it.,Я не хотел.
I didn't mind it.,Я не это имел в виду.
I didn't mind it.,Я этого не хотел.
I didn't need it.,Мне он не понадобился.
I didn't need it.,Мне она не понадобилась.
I didn't need it.,Мне оно не понадобилось.
I didn't need it.,Он не был мне нужен.
I didn't need it.,Она не была мне нужна.
I didn't need it.,Оно не было мне нужно.
I didn't protest.,Я не протестовал.
I didn't read it.,Я его не читала.
I didn't read it.,Я его не читал.
I didn't read it.,Я это не читал.
I didn't read it.,Я её не читал.
I didn't say yes.,Я не сказал да.
I didn't see Tom.,Я не видел Тома.
I didn't see Tom.,Тома я не видел.
I didn't see her.,Я её не видел.
I didn't see him.,Я его не видел.
I didn't see you.,Я тебя не видел.
I didn't see you.,Я вас не видел.
I didn't succeed.,У меня ничего не получилось.
I didn't succeed.,У меня ничего не вышло.
I didn't take it.,Я этого не брал.
I didn't take it.,Я его не брал.
I didn't take it.,Я её не брал.
I didn't want it.,Я этого не хотел.
I didn't want it.,Я не хотел этого.
I didn't want it.,Я не хотела этого.
I disregarded it.,Я этого не учёл.
I do as I'm told.,Я делаю как мне говорят.
I do believe you.,Я тебе правда верю.
I do believe you.,Я вам правда верю.
I do forgive Tom.,Я действительно прощаю Тома.
I do have a plan.,У меня есть план.
I do my job well.,Я хорошо делаю свою работу.
I do what I want.,"Я делаю то, что хочу."
I don't allow it.,Я этого не позволяю.
I don't care why.,Мне неважно почему.
"I don't care, OK?","Мне всё равно, ясно?"
I don't eat beef.,Я не ем говядину.
I don't eat fish.,Я рыбу не ем.
I don't eat meat.,Я не ем мяса.
I don't eat meat.,Я не употребляю мясо.
I don't eat meat.,Я не ем мясо.
I don't eat much.,Я много не ем.
I don't eat pork.,Я не ем свинину.
I don't envy Tom.,Я не завидую Тому.
I don't envy her.,Я ей не завидую.
I don't envy him.,Я ему не завидую.
I don't envy you.,Я не завидую тебе.
I don't envy you.,Я вам не завидую.
I don't envy you.,Я тебе не завидую.
I don't get paid.,Мне не платят.
I don't hate Tom.,Я не ненавижу Тома.
I don't hate him.,Я не ненавижу его.
I don't hate you.,Я тебя не ненавижу.
I don't hate you.,Я вас не ненавижу.
I don't hate you.,Я Вас не ненавижу.
I don't have one.,У меня его нет.
I don't have one.,У меня её нет.
I don't know Tom.,Я не знаю Тома.
I don't know Tom.,Я не знаком с Томом.
I don't know Tom.,Я Тома не знаю.
I don't know her.,Я с нею не знаком.
I don't know her.,Я её не знаю.
I don't know her.,Я с ней не знаком.
I don't know her.,Я с ней не знакома.
I don't know her.,Я не знаю её.
I don't know him.,Я с ним не знаком.
I don't know him.,Я не знаю его.
I don't know how.,Я не знаю как.
I don't know why.,Я не знаю почему.
I don't know why.,Не знаю почему.
I don't know why.,Я не знаю зачем.
I don't know why.,Не знаю зачем.
I don't know yet.,Я ещё не знаю.
I don't know yet.,Пока не знаю.
I don't know yet.,Я пока не знаю.
I don't know you.,Я вас не знаю.
I don't know you.,Я тебя не знаю.
I don't like Tom.,Том мне не нравится.
I don't like her.,Она мне не нравится.
I don't like her.,Мне она не нравится.
I don't like him.,Он мне не нравится.
I don't like him.,Мне он не нравится.
I don't like rum.,Я не люблю ром.
I don't like tea.,Я не люблю чай.
I don't like you.,Ты мне не нравишься.
I don't like you.,Вы мне не нравитесь.
I don't love Tom.,Я не люблю Тома.
I don't love her.,Я не люблю её.
I don't love her.,Я её не люблю.
I don't love him.,Я его не люблю.
I don't love you.,Я Вас не люблю.
I don't love you.,Я тебя не люблю.
I don't mean you.,Я не тебя имею в виду.
I don't mean you.,Я не вас имею в виду.
I don't miss Tom.,Я не скучаю по Тому.
I don't need Tom.,Том мне не нужен.
I don't need you.,Вы мне не нужны.
I don't need you.,Я в тебе не нуждаюсь.
I don't need you.,Ты мне не нужен.
I don't need you.,Ты мне не нужна.
I don't need you.,Я в вас не нуждаюсь.
I don't remember.,Я не помню.
I don't think so.,"Думаю, что нет."
I don't think so.,Я так не думаю.
I don't use them.,Я ими не пользуюсь.
I don't use them.,Я их не использую.
I don't want tea.,Я не хочу чай.
I don't want tea.,Я не хочу чая.
I don't want tea.,Я чай не хочу.
I don't watch TV.,Я не смотрю телевизор.
I don't watch TV.,Я телевизор не смотрю.
I drank the wine.,Я выпил вино.
I drank too much.,Я слишком много выпил.
"I drink tea, too.",Чай я тоже пью.
"I drink tea, too.",Я тоже пью чай.
I drink to relax.,"Я пью, чтобы расслабиться."
I eat everything.,Я ем всё.
I eat vegetables.,Я ем овощи.
I enjoy swimming.,Мне очень нравится плавать.
I expect to come.,"Я рассчитываю, что приду."
I expected worse.,Я ожидал худшего.
I face a dilemma.,Я столкнулся с дилеммой.
I face a dilemma.,Передо мной встала дилемма.
I face a dilemma.,Передо мной стоит дилемма.
I fed the horses.,Я накормил лошадей.
I feel all right.,Я чувствую себя хорошо.
I feel bad today.,Я сегодня плохо себя чувствую.
I feel flattered.,Я чувствую себя польщённым.
I feel flattered.,Я чувствую себя польщённой.
I feel just fine.,Я чувствую себя просто прекрасно.
I feel lethargic.,Я чувствую себя сонным.
I feel lethargic.,Я чувствую себя вялым.
I feel powerless.,Я чувствую себя беспомощным.
I feel powerless.,Я чувствую себя беспомощной.
I feel protected.,Я чувствую себя защищённой.
I feel protected.,Я чувствую себя защищённым.
I feel safe here.,Здесь я чувствую себя в безопасности.
I feel so lonely.,Мне так одиноко.
I feel so lonely.,Я чувствую себя так одиноко.
I feel so lonely.,Я чувствую себя таким одиноким.
I feel so lonely.,Я чувствую себя такой одинокой.
I feel so lonely.,Я чувствую себя очень одиноко.
I feel so pretty.,Я ощущаю себя такой красивой!
I feel so stupid.,Я чувствую себя так глупо.
I feel something.,Я что-то чувствую.
I feel very cold.,Мне очень холодно.
I feel very good.,Я чувствую себя превосходно.
I feel very good.,Я очень хорошо себя чувствую.
I feel very sick.,Я чувствую себя очень больным.
I feel your pain.,Я чувствую твою боль.
I felt powerless.,Я чувствовал себя беспомощным.
I felt powerless.,Я чувствовала себя беспомощной.
I felt powerless.,Я почувствовал себя беспомощным.
I felt powerless.,Я почувствовала себя беспомощной.
I figured it out.,Я с этим разобрался.
I figured it out.,Я догадался.
I figured it out.,Я до этого додумался.
I figured it out.,Я это выяснил.
I finished first.,Я закончила первой.
I finished first.,Я закончил первым.
I finished first.,Я пришёл к финишу первым.
I finished first.,Я пришла к финишу первой.
I finished third.,Я пришёл к финишу третьим.
I finished third.,Я финишировал третьим.
I flatly refused.,Я категорически отказался.
I flatly refused.,Я наотрез отказался.
I flew to Boston.,Я полетел в Бостон.
I forgot my name.,Я забыл своё имя.
I forgot the map.,Я забыла карту.
I forgot the map.,Я забыл карту.
I forgot to call.,Я забыл позвонить.
I found her kind.,Мне она показалась приятной.
I found her kind.,Мне она показалась дружелюбной.
I found her kind.,Мне она показалась приятным человеком.
I found it funny.,Мне показалось это забавным.
I found it there.,Я нашёл её там.
I found it there.,Я нашёл его там.
I found my shoes.,Я нашёл свои ботинки.
I found my shoes.,Я обрёл свои шузы.
I found somebody.,Я кого-то нашёл.
I found the keys.,Я нашел ключи.
I found the keys.,Я обнаружил ключи.
I found the leak.,Я нашёл течь.
I found your cap.,Я нашел твою кепку.
I gave Tom a hug.,Я обняла Тома.
I gave Tom a hug.,Я обнял Тома.
I gave Tom a pen.,Я дал Тому ручку.
I gave Tom money.,Я дал Тому денег.
I gave it to Tom.,Я отдал его Тому.
I gave up on Tom.,Я счёл Тома безнадёжным.
I gave up on Tom.,Я махнул на Тома рукой.
I gave up on Tom.,Я плюнул на Тома.
I get paid a lot.,Мне много платят.
I get up at 6:30.,Я встаю в полседьмого.
I get up at 6:30.,Я встаю в шесть тридцать.
I get up at 7:00.,Я встаю в 7.
I get up at 7:00.,Я встаю в семь.
I get your drift.,"Я понимаю, к чему ты клонишь."
I get your drift.,"Я понимаю, к чему вы клоните."
I get your drift.,"Я понимаю, к чему ты ведёшь."
I get your drift.,"Я понимаю, к чему вы ведёте."
I get your point.,"Я понимаю, что ты хочешь сказать."
I get your point.,"Я понимаю, что вы хотите сказать."
I go to the park.,Я хожу в парк.
I got goosebumps.,У меня мурашки.
I got here first.,Я пришёл сюда первым.
I got here first.,Я добрался сюда первым.
I got on the bus.,Я сел в автобус.
I got really mad.,Я здорово разозлился.
I got really mad.,Я здорово разозлилась.
I got ripped off.,Меня обокрали.
I got suspicious.,У меня появилось подозрение.
I got suspicious.,У меня возникло подозрение.
I got up at 6:30.,Я встал в 6:30.
I got up at dawn.,Я встал на рассвете.
I got up quickly.,Я быстро встал.
I got up quickly.,Я быстро поднялся.
I guess we could.,"Я полагаю, мы могли бы."
I had a bad cold.,Я был сильно простужен.
I had a flu shot.,Мне сделали прививку от гриппа.
I had a flu shot.,Я сделал прививку от гриппа.
I had a hard day.,У меня был трудный день.
I had a headache.,У меня болела голова.
I had a huge dog.,У меня была огромная собака.
I had my reasons.,У меня были свои причины.
I had to do that.,Мне пришлось это сделать.
I had to go back.,Я должен был вернуться.
I had to go back.,Мне пришлось вернуться.
I had to go back.,Мне пришлось возвращаться.
I had to go home.,Мне надо было идти домой.
I had to go home.,Мне надо было домой.
I had to go home.,Мне пришлось пойти домой.
I had to see Tom.,Мне надо было увидеться с Томом.
I had to see you.,Мне надо было тебя увидеть.
I had to see you.,Мне надо было вас увидеть.
I had to see you.,Я должен был тебя увидеть.
I had to see you.,Я должен был вас увидеть.
I had work to do.,У меня была работа.
I hadn't noticed.,Я не заметил.
I hate Halloween.,Я ненавижу Хэллоуин.
I hate Halloween.,Я терпеть не могу Хэллоуин.
I hate asparagus.,Я ненавижу спаржу.
I hate being old.,Ненавижу быть старым.
I hate chemistry.,Я ненавижу химию.
I hate chemistry.,Терпеть не могу химию.
I hate computers.,Ненавижу компьютеры.
I hate cucumbers.,Я терпеть не могу огурцы.
I hate cucumbers.,Я ненавижу огурцы.
I hate elevators.,Я ненавижу лифты.
I hate everybody.,Я всех ненавижу.
I hate fireworks.,Ненавижу фейерверки.
I hate hypocrisy.,Ненавижу лицемерие.
I hate hypocrisy.,Я ненавижу лицемерие.
I hate my family.,Я ненавижу свою семью.
I hate my sister.,Я ненавижу сестру.
I hate my sister.,Я ненавижу свою сестру.
I hate paperwork.,Ненавижу бумажную работу.
I hate paperwork.,Ненавижу бумажную волокиту.
