English,Russian,Hindi
Everything is OK.,Все в порядке.,सब कुछ ठीक है।
Evil always wins.,Зло всегда побеждает.,बुराई हमेशा जीतती है.
Explain it to me.,Объясни мне это.,मुझे यह स्पष्ट करें।
Explain it to us.,Объясните нам это.,इसे हमें समझाएं.
Explain yourself.,Объяснись.,खुद समझाएं।
Family is family.,Семья есть семья.,परिवार तो परिवार है.
Feed the hamster.,Покормите хомяка.,हम्सटर को खिलाओ.
Fight like a man!,Сражайся как мужчина!,एक आदमी की तरह लड़ो!
Fight like a man.,Сражайся как мужчина.,एक आदमी की तरह लड़ो.
Fill up the tank.,Заполните бак.,टंकी भरें.
Finish the story.,Закончите историю.,कहानी ख़त्म करो.
Finish your work.,Завершить свою работу.,अपना काम खत्म करें।
Follow behind me.,Следуй за мной.,मेरे पीछे आओ.
Follow my advice.,Следуйте моему совету.,मेरी सलाह मानो.
Follow the rules.,Следовать правилам.,नियमों का पालन।
Food costs money.,Еда стоит денег.,भोजन में पैसा खर्च होता है।
For what purpose?,Для чего?,किस कारण के लिए?
Forget about Tom.,Забудь о Томе.,टॉम के बारे में भूल जाओ.
Forget about her.,Забудь о ней.,उसके बारे में भूल जाओ.
Fry us some eggs.,Пожарь нам яиц.,हमारे लिए कुछ अंडे भूनिए.
Gas is cheap now.,Газ сейчас дешевый.,गैस अब सस्ती है.
Get Tom's advice.,Получите совет Тома.,टॉम की सलाह लें.
Get away from me.,Да отвали ты от меня.,मुझ से दूर हो जाओ।
Get in the truck.,Садитесь в грузовик.,ट्रक में बैठो.
Get into the car.,Сесть в машину.,कार में जाओ।
Get me some wine.,Принеси мне вина.,मेरे लिए कुछ शराब ले आओ.
"Get me some, too.",Принеси мне тоже.,मेरे लिए भी कुछ ले आओ.
Get on the horse.,Садись на лошадь.,घोड़े पर चढ़ो.
Get on your feet.,Встаньте на ноги.,अपने पैरों पर खड़े हो जाओ.
Get out of there.,Уходи оттуда.,वहां से बाहर निकलो।
Get to the point!,Переходите к делу!,असल बात पर आओ!
Get to the point.,Перейдем к делу.,असल बात पर आओ।
Get used to that.,Привыкайте к этому.,इसकी आदत डालो.
Give Tom a chair.,Дайте Тому стул.,टॉम को एक कुर्सी दो।
Give Tom the gun.,Дайте Тому пистолет.,टॉम को बंदूक दो.
Give Tom the key.,Дайте Тому ключ.,टॉम को चाबी दो।
Give me a chance!,Дай мне шанс!,मुझे एक मौका दो!
Give me a chance.,Дай мне шанс.,मुझे एक मौका दो।
Give me a hammer.,Дай мне молоток.,मुझे एक हथौड़ा दो.
Give me a little.,Дай мне немного.,मुझे थोड़ा सा दे दो।
Give me a minute.,Дай мне минуту.,मुझे एक मिनट दें।
Give me a moment.,Дай мне минутку.,मुझे थोड़ा समय दें।
Give me a second.,Дай мне секунду.,मुझे थोड़ा टाइम दो।
Give me an apple.,Дай мне яблоко.,मुझे एक सेब दो।
Give me my money.,Дайте мне мои деньги.,मुझे मेरे पैसे दे दो।
Give me my phone.,Дай мне мой телефон.,मुझे मेरा फोन दो.
Give me my sword.,Дай мне мой меч.,मुझे मेरी तलवार दो.
Give me one hour.,Дай мне один час.,मुझे एक घंटा दीजिए.
Give me one more.,Дай мне еще один.,मुझे एक और दो.
Give me that box.,Дай мне эту коробку.,यह बक्सा मुझे दे दो।
Give me that jar.,Дай мне эту банку.,वह जार मुझे दे दो।
Give me that key.,Дай мне этот ключ.,वह कुंजी मुझे दे दो।
Give me that one.,Дай мне этот.,वह मुझे दे दो।
Give me the ball.,Дай мне мяч.,मुझे गेंद दो।
Give me the book.,Дай мне книгу.,मुझे किताब दो।
Give me the file.,Дай мне файл.,मुझे फाइल दो.
Give me the keys.,Дай мне ключи.,मुझे चाबियाँ दो.
Give me the rope.,Дай мне веревку.,मुझे रस्सी दो.
Give me the soap.,Дай мне мыло.,मुझे साबुन दो।
Give me the wine.,Дай мне вина.,मुझे शराब दो।
Give me this hat.,Дай мне эту шляпу.,यह टोपी मुझे दे दो।
Give me your arm.,Дай мне руку.,मुझे अपना हाथ दो.
Give me your gun.,Дай мне свой пистолет.,मुझे अपनी बंदूक दो.
Give that to Tom.,Отдай это Тому.,वह टॉम को दे दो।
Give that to him.,Отдайте это ему.,वह उसे दे दो।
Give them to her.,Отдайте их ей.,उन्हें उसे दे दो.
Give them to him.,Отдайте их ему.,उन्हें उसे दे दो.
Give this to Tom.,Отдайте это Тому.,इसे टॉम को दे दो।
Give us a chance.,Дайте нам шанс.,हमें एक मौका दीजिए.
Give us a minute.,Дайте нам минутку.,हमें एक मिनट दीजिए.
Give us a moment.,Дайте нам минутку.,हमें एक क्षण दीजिए.
Give us a second.,Дайте нам секунду.,हमें एक सेकंड दीजिए.
Glad you like it.,"Рад, что вам это нравится.",खुशी है कि यह आपको पसंद है।
Go get some help.,Пойди за помощью.,जाओ कुछ मदद लो.
Go milk the cows.,Иди подои коров.,जाओ गायों का दूध दुहो.
"Go on ahead, Tom.","Иди вперед, Том.","आगे बढ़ो, टॉम।"
Go on and say it.,Давай и скажи это.,आगे बढ़ो और कहो.
Go on without me.,Продолжай без меня.,मेरे बिना आगे बढ़ो.
Go over to Tom's.,Иди к Тому.,टॉम के पास जाओ.
Go play with Tom.,Иди поиграй с Томом.,जाओ टॉम के साथ खेलो.
Go straight home.,Идите прямо домой.,सीधे घर जाओ.
Go there with me.,Пойди туда со мной.,मेरे साथ वहां चलो.
"Go to sleep, Tom.","Иди спать, Том.","सो जाओ, टॉम।"
Go to the barber.,Сходите к парикмахеру.,नाई के पास जाओ.
Go to the garage.,Идите в гараж.,गैराज में जाओ.
Go up the stairs.,Поднимитесь по лестнице.,सीढ़ियों से ऊपर जाओ।
Go when you want.,"Иди, когда захочешь.",जब चाहो जाओ.
Go with the flow.,Плывите по течению.,प्रवाह के साथ जाओ।
Gold isn't cheap.,Золото недешево.,सोना सस्ता नहीं है.
Good luck to you!,Удачи тебе!,आप सौभाग्यशाली हों!
Grab an umbrella.,Возьмите зонтик.,एक छाता पकड़ो.
Grow up a little.,Подрасти немного.,थोड़ा बड़ा हो जाओ.
Hand me my towel.,Дай мне мое полотенце.,मुझे मेरा तौलिया सौंप दो।
Hand me that bag.,Дай мне эту сумку.,वह बैग मुझे सौंप दो।
Hand me that jar.,Дай мне эту банку.,वह जार मुझे सौंप दो।
Hand me the keys.,Дай мне ключи.,मुझे चाबियाँ सौंप दो.
Has Tom returned?,Том вернулся?,क्या टॉम वापस आ गया है?
Has Tom tried it?,Том пробовал?,क्या टॉम ने यह कोशिश की है?
Has anybody come?,Кто-нибудь пришёл?,क्या कोई आया है?
Has someone died?,Кто-то умер?,क्या कोई मर गया?
Have Tom call me.,Пусть Том позвонит мне.,क्या टॉम ने मुझे फोन किया है?
Have Tom do that.,Пусть Том сделает это.,क्या टॉम ने ऐसा किया है?
Have a croissant.,Возьмите круассан.,एक क्रोइसैन लो.
Have a good time.,Хорошо тебе провести время.,आपका समय अच्छा गुजरे।
Have a nice swim.,Приятного плавания.,अच्छी तरह तैरें.
Have a nice time.,Приятного времяпрепровождения.,आशा है आपका समय अच्छा बीते।
Have a nice trip!,Желаю хорошей поездки!,आपकी यात्रा शानदार हो!
Have a nice trip.,Желаю хорошей поездки.,आपकी यात्रा शानदार हो।
"Have a seat, Tom.","Садись, Том.","बैठो, टॉम।"
Have another cup.,Выпей еще чашку.,एक और कप लीजिए.
Have it your way.,Пусть будет по-твоему.,आपकी मर्जी।
Have some coffee.,Выпейте кофе.,कुछ कॉफी लीजिये।
Have you met her?,Вы встречались с ней?,क्या आप उससे मिले हैं?
Have you met him?,Вы встречались с ним?,क्या आप उससे मिले हैं?
Have you ordered?,Вы заказали?,क्या आपने ऑर्डर किया है?
Have you read it?,Вы читали его?,क्या आपने इसे पढ़ा है?
Have you seen it?,Вы это видели?,क्या आपने इसे देखा है?
He ate all of it.,Он съел все это.,उसने वह सब खा लिया।
He baked muffins.,Он испек кексы.,उसने मफ़िन पकाया।
He became famous.,Он стал знаменитым.,वह प्रसिद्ध हो गया।
He began running.,Он начал бежать.,वह भागने लगा.
He began singing.,Он начал петь.,उन्होंने गाना शुरू किया.
He began to sing.,Он начал петь.,उसने गाना शुरू किया.
He behaved badly.,Он вел себя плохо.,उसने बुरा व्यवहार किया.
He broke the law.,Он нарушил закон.,उसने कानून तोड़ा.
He called me fat.,Он назвал меня толстым.,उसने मुझे मोटा कहा.
He can do better.,Он может добиться большего.,वह बेहतर कर सकता है.
He can read well.,Он умеет хорошо читать.,वह अच्छा पढ़ सकता है.
He can swim fast.,Он умеет быстро плавать.,वह तेजी से तैर सकता है.
He can swim well.,Он умеет хорошо плавать.,वह अच्छी तरह तैर सकता है.
He can't do that.,Он не может этого сделать.,वह ऐसा नहीं कर सकता.
He can't read it.,Он не может это прочитать.,वह इसे पढ़ नहीं सकता.
He can't stop it.,Он не может это остановить.,वह इसे रोक नहीं सकता.
He can't stop me.,Он не может остановить меня.,वह मुझे रोक नहीं सकता.
He can't whistle.,Он не может свистеть.,वह सीटी नहीं बजा सकता.
He caught a cold.,Он простудился.,उसे सर्दी लग गयी.
He cheated on me.,Он мне изменил.,उसने मुझे धोखा दिया।
He comes at noon.,Он приходит в полдень.,वह दोपहर को आता है.
He deserves more.,Он заслуживает большего.,वह और अधिक का हकदार है.
He died recently.,Он умер недавно.,हाल ही में उनका निधन हो गया.
He died suddenly.,Он умер внезапно.,उनकी अचानक मृत्यु हो गई.
He does his duty.,Он выполняет свой долг.,वह अपना कर्तव्य निभाता है.
He does not know.,Он не знает.,उसे नहीं मालूम।
He doesn't sleep.,Он не спит.,उसे नींद नहीं आती.
He doesn't smoke.,Он не курит.,वह धूम्रपान नहीं करता.
He fascinated me.,Он очаровал меня.,उसने मुझे मोहित कर लिया.
He fed the horse.,Он покормил лошадь.,उसने घोड़े को खाना खिलाया.
He feels at home.,Он чувствует себя как дома.,वह घर जैसा महसूस करता है।
He fell backward.,Он упал назад.,वह पीछे की ओर गिर पड़ा.
He fixed the net.,Он починил сеть.,उसने जाल ठीक कर दिया.
He flew to Paris.,Он улетел в Париж.,उन्होंने पेरिस के लिए उड़ान भरी।
He found my bike.,Он нашел мой велосипед.,उसे मेरी बाइक मिल गई.
He gave a speech.,Он произнес речь.,उन्होंने भाषण दिया.
He gave it to me.,Он дал это мне.,उसने मुझे दे दिया।
He gave me a hug.,Он обнял меня.,उसने मुझे गले लगाया.
He gets up early.,Он встает рано.,वह जल्दी उठता है।
He got a new job.,Он получил новую работу.,उसे नई नौकरी मिल गई.
He had a bad day.,У него был плохой день.,उसका दिन ख़राब था.
He had few teeth.,У него было мало зубов.,उसके दाँत कम थे।
He had gray hair.,У него были седые волосы.,उसके भूरे बाल थे.
He had long hair.,У него были длинные волосы.,उसके लंबे बाल थे.
He had no hat on.,На нем не было шляпы.,उसके शरीर पर कोई टोपी नहीं थी.
He has a Picasso.,У него есть Пикассо.,उसके पास पिकासो है.
He has a bicycle.,У него есть велосипед.,उसके पास एक साइकिल है.
He has been busy.,Он был занят.,वह व्यस्त हो गया है.
He has big hands.,У него большие руки.,उसके बड़े हाथ हैं.
He has blue eyes.,У него голубые глаза.,उसकी आँखें नीली है।
He has long hair.,У него длинные волосы.,उस के लंबे बाल है।
He has long legs.,У него длинные ноги.,उसके लंबे पैर हैं.
He has no choice.,У него нет выбора.,उसके पास कोई विकल्प नहीं है.
He has no hat on.,Он без шляпы.,उसके पास कोई टोपी नहीं है.
He has the Joker.,У него есть Джокер.,उसके पास जोकर है.
He hates carrots.,Он ненавидит морковь.,उसे गाजर से नफरत है.
He hates himself.,Он ненавидит себя.,वह खुद से नफरत करता है.
He hates running.,Он ненавидит бег.,उसे दौड़ने से नफरत है.
He hates spiders.,Он ненавидит пауков.,उसे मकड़ियों से नफरत है.
He heard a noise.,Он услышал шум.,उसने एक शोर सुना।
He heard a shout.,Он услышал крик.,उसने एक चीख सुनी.
He is a beginner.,Он новичок.,वह एक नौसिखिया है.
He is a kind boy.,Он добрый мальчик.,वह एक दयालु लड़का है.
He is aggressive.,Он агрессивен.,वह आक्रामक है.
He is an Italian.,Он итальянец.,वह एक इटालियन है.
He is dead drunk.,Он мертвецки пьян.,वह नशे में धुत्त है.
He is her friend.,Он ее друг.,वह उसका दोस्त है.
He is his friend.,Он его друг.,वह उसका दोस्त है.
He is in pajamas.,Он в пижаме.,वह पजामा में है.
He is in trouble.,Он в беде.,वह मुसीबत में है.
He is just a kid.,Он всего лишь ребенок.,वह तो बस एक बच्चा है.
He is my brother.,Он мой брат.,वह मेरा भाई है।
He is my teacher.,Он мой учитель.,वह मेरे शिक्षक है।
He is not stupid.,Он не глуп.,वह मूर्ख नहीं है.
He is overweight.,У него избыточный вес.,उसका वजन अधिक है.
He is past forty.,Ему за сорок.,वह चालीस पार कर चुके हैं.
He is still here.,Он все еще здесь.,वह अभी भी यहीं है.
He is unsociable.,Он необщительный.,वह मिलनसार नहीं है.
He is very angry.,Он очень зол.,वह बहुत गुस्से में है।
He is very brave.,Он очень храбрый.,वह बहुत बहादुर है.
He is very young.,Он очень молод.,वह बहुत छोटा है.
He isn't at home.,Его нет дома.,वह घर पर नहीं है.
He isn't perfect.,Он не идеален.,वह संपूर्ण नहीं है.
He just got home.,Он только что вернулся домой.,वह अभी-अभी घर आया है।
He keeps a diary.,Он ведет дневник.,वह एक डायरी रखता है.
He kept his word.,Он сдержал свое слово.,उन्होंने अपनी बात रखी.
He knows his job.,Он знает свою работу.,वह अपना काम जानता है.
He knows me well.,Он хорошо меня знает.,वह मुझे अच्छे से जानता है.
He laughed at me.,Он смеялся надо мной.,वह मुझ पर हंसा.
He left his wife.,Он ушел от жены.,उसने अपनी पत्नी को छोड़ दिया.
He left just now.,Он ушел только сейчас.,वह अभी-अभी चला गया।
He left the room.,Он вышел из комнаты.,वह कमरे से बाहर चला गया.
He likes animals.,Он любит животных.,उसे जानवर पसंद हैं.
He likes hunting.,Ему нравится охота.,उसे शिकार करना पसंद है.
He likes oranges.,Он любит апельсины.,उसे संतरे पसंद हैं.
He likes to cook.,Он любит готовить.,वह खाना बनाना पसंद करता है।
He likes to hunt.,Ему нравится охотиться.,उसे शिकार करना पसंद है.
He likes to swim.,Он любит плавать.,उसे तैरना अच्छा लगता है।
He looked around.,Он осмотрелся.,उसने चारों ओर देखा।
He looks healthy.,Он выглядит здоровым.,वह स्वस्थ दिख रहे हैं.
He looks his age.,Он выглядит на свой возраст.,वह अपनी उम्र का दिखता है.
He loves animals.,Он любит животных.,उसे जानवरों से प्यार है.
He loves rituals.,Он любит ритуалы.,उन्हें रीति-रिवाज पसंद हैं.
He loves singing.,Он любит петь.,उसे गाना बहुत पसंद है.
He loves to fish.,Он любит ловить рыбу.,उसे मछली पकड़ना बहुत पसंद है.
He made me do it.,Он заставил меня это сделать.,उसने मुझसे ऐसा करवाया.
He made me smile.,Он заставил меня улыбнуться.,उसने मुझे मुस्कुरा दिया.
He meant no harm.,Он не имел в виду никакого вреда.,उसका मतलब कोई नुकसान नहीं था.
He moves quickly.,Он движется быстро.,वह तेजी से चलता है.
He must be tired.,"Он, должно быть, устал.",वह थक गया होगा.
He must love you.,Он должен любить тебя.,उसे आपसे प्यार करना चाहिए.
He must not live.,Он не должен жить.,उसे जीवित नहीं रहना चाहिए.
He needs a towel.,Ему нужно полотенце.,उसे एक तौलिया चाहिए.
He needs glasses.,Ему нужны очки.,उसे चश्मे की जरूरत है.
He never existed.,Он никогда не существовал.,वह कभी अस्तित्व में नहीं था.
He outsmarted me.,Он перехитрил меня.,उसने मुझे मात दे दी.
He painted a dog.,Он нарисовал собаку.,उसने एक कुत्ते को चित्रित किया।
He played tennis.,Он играл в теннис.,उन्होंने टेनिस खेला.
He ran into debt.,Он влез в долги.,वह कर्ज में डूब गया।
He ratted us out.,Он нас сдал.,उसने हमें डांटा।
He retired at 65.,Он вышел на пенсию в 65 лет.,वह 65 वर्ष की आयु में सेवानिवृत्त हुए।
He sang and sang.,Он пел и пел.,उन्होंने गाया और गाया.
He saved my life.,Он спас мне жизнь.,उसने मेरी ज़िंदगी बचाई।
He scares easily.,Он легко пугается.,वह आसानी से डरा देता है.
He screams a lot.,Он много кричит.,वह बहुत चिल्लाता है.
He seems healthy.,Он кажется здоровым.,वह स्वस्थ लग रहे हैं.
He slept all day.,Он спал весь день.,वह पूरे दिन सोता रहा।
He slept an hour.,Он проспал час.,वह एक घंटा सोया.
He speaks Arabic.,Он говорит по-арабски.,वह अरबी बोलता है.
He threw his toy.,Он бросил свою игрушку.,उसने अपना खिलौना फेंक दिया.
He told everyone.,Он рассказал всем.,उसने सबको बताया.
He told us a lie.,Он сказал нам ложь.,उसने हमसे झूठ कहा.
He took his book.,Он взял свою книгу.,उसने अपनी किताब ले ली.
He took his time.,Он не торопился.,उन्होंने अपना समय लिया.
He turned around.,Он обернулся.,वह चारों ओर घुमा।
He used to drink.,Он пил.,वह शराब पीता था.
He wants an iPad.,Он хочет iPad.,वह एक आईपैड चाहता है.
He wants to come.,Он хочет прийти.,वह आना चाहता है.
He was all wrong.,Он был совершенно неправ.,वह सब गलत था.
He was born rich.,Он родился богатым.,वह अमीर पैदा हुआ था.
He was impressed.,Он был впечатлен.,वह प्रभावित हुआ.
He was in France.,Он был во Франции.,वह फ्रांस में था.
He was intrigued.,Он был заинтригован.,वह उत्सुक था.
He was my friend.,Он был моим другом.,वह मेरा मित्र था।
He was perplexed.,Он был в недоумении.,वह हैरान था.
He was tenacious.,Он был упорным.,वह दृढ़ था.
He was tired out.,Он устал.,वह थक गया था.
He was very poor.,Он был очень беден.,वह बहुत गरीब था।
He wears pajamas.,Он носит пижаму.,वह पजामा पहनता है.
He went bankrupt.,Он обанкротился.,वह दिवालिया हो गया.
He went shopping.,Он пошел за покупками.,वह खरीदारी करने गया.
He will be ready.,Он будет готов.,वह तैयार हो जायेगा.
He winked at her.,Он подмигнул ей.,उसने उसे आँख मारी.
He won't make it.,Он не успеет.,वह इसे नहीं बनायेगा.
He works Sundays.,Он работает по воскресеньям.,वह रविवार को काम करता है।
He writes Arabic.,Он пишет по-арабски.,वह अरबी लिखते हैं.
He's a bartender.,Он бармен.,वह एक बारटेंडर है.
He's a biologist.,Он биолог.,वह एक जीवविज्ञानी है.
He's a bit drunk.,Он немного пьян.,वह थोड़ा नशे में है.
He's a bit naive.,Он немного наивен.,वह थोड़ा भोला है.
He's a bit tipsy.,Он немного подвыпивший.,वह थोड़ा चिड़चिड़ा है.
He's a cat lover.,Он любитель кошек.,वह एक बिल्ली प्रेमी है.
He's a gentleman.,Он джентльмен.,वह एक सज्जन व्यक्ति हैं.
He's a good liar.,Он хороший лжец.,वह अच्छा झूठा है.
He's a historian.,Он историк.,वह एक इतिहासकार हैं.
He's a nonsmoker.,Он некурящий.,वह धूम्रपान न करने वाला व्यक्ति है।
He's a sophomore.,Он второкурсник.,वह द्वितीय वर्ष का छात्र है।
He's a weird guy.,Он странный парень.,वह एक अजीब आदमी है.
He's always busy.,Он всегда занят.,वह हमेशा व्यस्त रहता है.
He's at her side.,Он рядом с ней.,वह उसके पक्ष में है.
He's from Lisbon.,Он из Лиссабона.,वह लिस्बन से है.
He's getting old.,Он стареет.,वह बूढ़ा हो रहा है.
He's going blind.,Он слепнет.,वह अंधा हो रहा है.
He's gone senile.,Он сошёл с ума.,वह बूढ़ा हो गया है.
He's got the flu.,У него грипп.,उसे फ्लू हो गया है.
He's here for me.,Он здесь ради меня.,वह मेरे लिए यहाँ है.
He's in my class.,Он учится в моем классе.,वह मेरी कक्षा में है.
He's in the well.,Он в колодце.,वह कुएं में है.
He's just a liar.,Он просто лжец.,वह सिर्फ झूठा है.
He's kind of shy.,Он немного застенчивый.,वह थोड़ा शर्मीला है.
He's love struck.,У него случилась любовь.,उसे प्यार हो गया है.
He's new in town.,Он новенький в городе.,वह शहर में नया है.
He's not at home.,Его нет дома.,वह घर पर नहीं है.
He's not himself.,Он не в себе.,वह स्वयं नहीं है.
He's not like us.,"Он не такой, как мы.",वह हमारे जैसा नहीं है.
He's not my type.,Он не в моем вкусе.,वह मेरे टाइप का नहीं है.
He's not perfect.,Он не идеален.,वह पूर्ण नहीं है.
He's not serious.,Он несерьезен.,वह गंभीर नहीं है.
He's open-minded.,Он открыт.,वह खुले विचारों वाला है.
He's out of town.,Он уехал из города.,वह शहर से बाहर है.
He's over thirty.,Ему больше тридцати.,वह तीस से अधिक का है।
He's ready to go.,Он готов идти.,वह जाने के लिए तैयार है.
He's still alive.,Он все еще жив.,वह अभी भी जीवित है.
He's still young.,Он еще молод.,वह अभी भी जवान है.
He's unconscious.,Он без сознания.,वह बेहोश है.
He's very lonely.,Он очень одинок.,वह बहुत अकेला है.
He's very stingy.,Он очень скуп.,वह बहुत कंजूस है.
He's very strong.,Он очень сильный.,वह बहुत मजबूत है.
He's watching TV.,Он смотрит телевизор.,वह टीवी देख रहा है।
He's watching me.,Он наблюдает за мной.,वह मुझे देख रहा है.
He's your father.,Он твой отец.,वह तुम्हारे पिता हैं.
He's your friend.,Он твой друг.,वह आपका दोस्त है.
Health is wealth.,Здоровье - это богатство.,स्वास्थ्य ही धन है।
Heaven knows why.,Бог знает почему.,स्वर्ग जानता है क्यों।
Help me find Tom.,Помогите мне найти Тома.,टॉम को ढूंढने में मेरी मदद करें।
Help me stand up.,Помогите мне встать.,मुझे खड़े होने में मदद करो.
Help me to do it.,Помогите мне сделать это.,इसे करने में मेरी मदद करें.
Help us a little.,Помогите нам немного.,हमारी थोड़ी मदद करो.
Her bike is blue.,Ее велосипед синий.,उसकी बाइक नीले रंग की है.
Her hair is long.,Ее волосы длинные.,उसके बाल लंबे है।
Her name is Mary.,Ее зовут Мэри.,उसका नाम मेरी है।
Here is the bill.,Вот счет.,यह रहा बिल।
Here is your bag.,Вот твоя сумка.,ये रहा आपका बैग.
Here is your dog.,Вот ваша собака.,यहाँ आपका कुत्ता है.
Here is your key.,Вот ваш ключ.,यहाँ रही तुम्हारी चाबी।
Here we go again.,Это снова мы.,चलो हम फिरसे चलते है।
Here's a new one.,Вот новый.,यहाँ एक नया है.
Here's my chance.,Вот мой шанс.,यहाँ मेरा मौका है.
Here's my number.,Вот мой номер.,यहाँ मेरा नंबर है।
Here's my ticket.,Вот мой билет.,यह मेरा टिकट है.
Here's my wallet.,Вот мой кошелек.,यह मेरा बटुआ है.
Here's your beer.,Вот твое пиво.,यहाँ आपकी बियर है.
Here's your desk.,Вот твой стол.,यहाँ आपकी डेस्क है.
Here's your milk.,Вот твое молоко.,यहाँ आपका दूध है.
"Here, drink this.","Вот, выпей это.","लो, ये पी लो."
"Here, smell this.","Вот, понюхай это.","यहाँ, इसे सूँघें।"
"Here, try my pen.","Вот, попробуй мою ручку.","यहाँ, मेरी कलम आज़माएँ।"
"Here, use my key.","Вот, используй мой ключ.","यहां, मेरी कुंजी का उपयोग करें."
"Here, use my pen.","Вот, возьми мою ручку.","यहाँ, मेरी कलम का प्रयोग करें."
"Hey, I was wrong.","Эй, я был неправ.","अरे, मैं गलत था."
"Hey, are you Tom?","Эй, ты Том?","अरे, क्या आप टॉम हैं?"
"Hey, don't worry.","Эй, не волнуйся.","अरे, चिंता मत करो."
"Hey, it's my job.","Эй, это моя работа.","अरे, यह मेरा काम है."
"Hey, that's mine.","Эй, это мое.","अरे, वह मेरा है."
"Hey, wait for me.","Эй, подожди меня.","अरे, मेरे लिए रुको."
"Hey, what's that?","Эй, что это?","अरे, वह क्या है?"
"Hey, what's this?","Эй, что это?",हैलो ये क्या है?
"Hey, where's Tom?","Эй, где Том?","अरे, टॉम कहाँ है?"
"Hey, who are you?",Привет ты кто?,अरे! आप कौन है?
His eyes are red.,Его глаза красные.,उसकी आंखें लाल हैं.
His name was Tom.,Его звали Том.,उसका नाम टॉम था.
"Hmm, what's this?","Хм, что это?","हम्म, यह क्या है?"
Hold on a moment.,Задержись на секундочку.,एक पल रूकिए।
Hold on a second.,Держать на секунду.,थोड़ी देर रूकें।
Hold your breath.,Задержи дыхание.,अपनी सांस रोके।
Hold your horses.,Придержи лошадей.,खुद को संभालो।
Hold your tongue!,Придержи свой язык!,अपनी जुबां पर नियंत्रण रखो!
Hope hasn't died.,Надежда не умерла.,आशा मरी नहीं है.
Horses eat grass.,Лошади едят траву.,घोड़े घास खाते हैं.
How about Friday?,Что насчет пятницы?,शुक्रवार को कैसा रहेगा?
How about a beer?,Как насчет пива?,बियर के बारे में क्या ख्याल है?
How about a bite?,Как насчет перекуса?,काटने के बारे में क्या ख्याल है?
How about a kiss?,Как насчет поцелуя?,एक चुंबन के बारे में क्या विचार है?
How about a song?,Как насчет песни?,एक गीत के बारे में क्या ख्याल है?
How about a walk?,Как насчет прогулки?,टहलने के बारे में क्या ख्याल है?
How are the eggs?,Как яйца?,अंडे कैसे हैं?
How are the kids?,Как дети?,बच्चे कैसे हैं?
"How are you, Tom?","Как дела, Том?","आप कैसे हैं, टॉम?"
How can Tom help?,Как Том может помочь?,टॉम कैसे मदद कर सकता है?
How can you help?,Как вы можете помочь?,आप कैसे मदद कर सकते हैं?
How can you lose?,Как можно проиграть?,आप कैसे हार सकते हैं?
How cool is that?,Как это круто?,वह कितना शांत है?
How could I know?,Откуда я мог знать?,मुझे कैसे मालूम होगा?
How did Tom help?,Как Том помог?,टॉम ने कैसे मदद की?
How did Tom know?,Откуда Том узнал?,टॉम को कैसे पता चला?
How did Tom look?,Как Том выглядел?,टॉम कैसा दिखता था?
How did he do it?,Как он это сделал?,उस पुरूष ने यह कैसे किया?
How did that end?,Чем это закончилось?,उसका अंत कैसे हुआ?
How did they die?,Как они умерли?,उनकी मृत्यु कैसे हुई?
How did you cope?,Как вы справились?,आपने इसका सामना कैसे किया?
How did you know?,Как ты узнал?,आप कैसे जानते हो?
How did you meet?,Как вы познакомились?,आप कैसे मिले?
How do I do this?,Как мне это сделать?,मैं यह कैसे करूं?
How do I sign up?,Как мне зарегистрироваться?,मैं साइन अप कैसे करूं?
How do they feel?,Как они себя чувствуют?,कैसे वे महसूस करते हैं?
How do they know?,Откуда они знают?,उन्हें कैसे पता?
How do they look?,Как они выглядят?,वो कैसे दिखते हैं?
How do we fix it?,Как мы это исправим?,हम इसे कैसे ठीक करें?
How do you do it?,Как ты делаешь это?,आप इसे कैसे करते हैं?
How does it feel?,Каково это?,यह कैसी लगता है?
How does it work?,Как это работает?,यह कैसे काम करता है?
How is Tom doing?,Как Том поживает?,टॉम कैसा कर रहा है?
How is the salad?,Как салат?,सलाद कैसा है?
How is your cold?,Как твоя простуда?,आपकी सर्दी कैसी है?
How is your wife?,Как ваша жена?,आपकी पत्नी कैसी है?
How lucky we are!,Как нам повезло!,हम कितने भाग्यशाली हैं!
How melodramatic!,Как мелодраматично!,कितना नाटकीय!
How much is this?,Сколько это стоит?,यह कितने का है?
How safe is that?,Насколько это безопасно?,वह कितना सुरक्षित है?
How strong he is!,Какой он сильный!,वह कितना मजबूत है!
How stupid he is!,Какой он глупый!,वह कितना मूर्ख है!
How stupid of me!,Как глупо с моей стороны!,मैं कितना बेवकूफ हूँ!
How tall are you?,Какой у вас рост?,तुम कितने लंबे हो?
How tall you are!,Какой у тебя рост!,आप कितने लम्बे हैं!
How unlucky I am!,Как мне не повезло!,मैं कितना अभागा हूँ!
How was the food?,Понравилась еда?,भोजन कैसा था?
How was the game?,Как прошла игра?,गेम कैसा था?
How was the play?,Как прошла пьеса?,नाटक कैसा था?
How was the show?,Как прошло шоу?,शो कैसा था?
How was the trip?,Как поездка?,यात्रा कैसे थी?
How was your day?,Как прошел день?,आपका दिन कैसा रहा?
How will it work?,Как это будет работать?,यह कैसे काम करेगा?
How would I know?,Откуда мне знать?,मुझे कैसे पता होगा?
How you've grown!,Как ты выросла!,तुम कैसे बड़े हो गए!
