Russian
Идти.
Привет.
Бегать!
Бегать.
ВОЗ?
Ух ты!
Давай отдохнем здесь.
Давайте сидеть спокойно.
Давайте помедленнее.
Давайте начнем сейчас.
Давай останемся здесь.
Давай останемся дома.
Давайте остановимся здесь.
Давай поговорим здесь.
Давайте поблагодарим Тома.
Давай еще раз попробуем.
Давайте попробуем это.
Давайте навестим Тома.
Давай подождем здесь.
Жизнь нелегка.
Жизнь это мечта.
Жизнь Странная штука.
Жизнь нелегка.
Жизнь несправедлива.
Жизнь нелегка.
Жизнь несправедлива.
Послушайте минутку.
Запри офис.
Заприте двери.
Оглянись.
Посмотрите на кота.
Посмотри на карту.
Посмотри на небо.
Оглянись.
"Посмотри, что я сделал."
"Посмотрите, кто вернулся."
Смотри кто здесь.
Ослабьте галстук.
Обед подан.
Принимать решение.
Сделайте его меньше.
Многие восхищаются им.
У Мэри родился ребенок.
Мэри помогла Тому.
Мэри — вдова.
Мэри — моя жена.
Мэри моя племянница.
Можно мне сесть?
Могу я одолжить его?
Можно я тоже приду?
Можно мне пойти спать?
Могу я прервать?
Могу ли я уйти сейчас?
Могу ли я припарковаться здесь?
Могу я вас процитировать?
Можно мне остаться здесь?
Можно это примерить?
"Может быть, я останусь."
"Возможно, я ошибаюсь."
"Может быть, Том знает."
"Может быть, он мертв."
"Возможно, это правда."
"Возможно, в следующий раз."
Встретимся в 2:30.
Мужчины должны работать.
С Рождеством!
Можно мне войти?
Ошибки случаются.
У мамы температура.
"Мама, я голоден."
В понедельник было холодно.
Деньги нужны.
С деньгами было туго.
Мой телевизор сломан.
Мой ответ — нет.
Моя сумка пуста.
Моя батарея умерла.
Моя книга здесь.
Моя бутылка разбилась.
Мой кот счастлив.
Мой кот белый.
Моя собака белая.
Моя собака убежала.
Мои глаза наполнились слезами.
Мой отец дома.
Мой отец ходит.
Мои волосы длинные.
Моя шляпа слетела.
Мой дом новый.
Мои джинсы сели.
Моя жизнь легка.
Моя жизнь здесь.
У меня во рту сухо.
Мое кольцо пропало.
Моя рубашка мокрая.
Мои туфли скрипят.
Мой костюм серый.
Мой костюм серый.
Болит горло.
Моя жена ушла от меня.
Моя работа окончена.
Назови свою цену.
Натто липкий.
Природа жестока.
"Ни то, ни другое неправда."
Никогда не забывай этого.
Никогда не оглядывайтесь назад.
Никогда не теряй надежды.
Никогда не играйте здесь.
Никогда не говори никогда.
Никогда не лгите.
Никогда не доверяй Тому.
Никто не ответил.
Никто не может помочь.
Никто этого не сделал.
Никто не вздрогнул.
Никто не пострадал.
Никто не заболел.
Никто не пришел.
Никто не умер.
Там никого нет.
Никто не знал почему.
Это никому не нравится.
Никто не любит меня.
Никто не слушал.
Никто меня не любит.
Никто не возражал.
Никто не паниковал.
Никто этого не видел.
Тому никто не сказал.
Никто не пострадал.
Никого не было видно.
Никто не голоден.
Ни одно такси не остановилось.
"Нет, я не пошел."
Никто не ответил.
Никто этого не сделал.
Никто тебя не поймет.
Никто не пострадал.
Никто не получил зарплату.
Никто не умер.
Меня никто не услышал.
Это никому не нравится.
Никто меня не любит.
Нас никто не любит.
Никто меня не любит.
Никто не нуждается во мне.
Никто не возражал.
Никто не встал.
Никто этого не хочет.
Никого не было дома.
Никто не пострадал.
Никто не голоден.
Никто не двигается.
Ничего не изменилось.
Ничего не меняется.
Теперь я волнуюсь.
А сейчас иди спать.
Сейчас самое время.
Теперь стойте на месте.
А теперь перестань плакать.
Теперь повернитесь.
"Теперь мы знаем, почему."
Теперь вы в безопасности.
Нигде не безопасно.
Октябрь закончился.
"О, не волнуйтесь."
Одного раза было достаточно.
Только Том улыбнулся.
Остался только Том.
Откройте бутылку.
Откройте шторы.
Открой окно.
Откройте свои книги.
Открой рот!
Открой рот.
Наш план провалился.
Наш план сработал.
Покрасьте забор.
Панды милые.
Вечеринки меня утомляли.
Передай мне ручку.
"Такие люди, как Том."
Делайте ваши ставки.
"Пожалуйста, будьте кратки."
"Пожалуйста, соблюдайте тишину."
"Пожалуйста, позвони Тому."
"Пожалуйста, позвоните ему."
"Пожалуйста, продолжайте."
"Пожалуйста, не уходи."
"Пожалуйста, найдите Тома."
"Пожалуйста, исправьте это."
"Пожалуйста, исправьте это."
"Пожалуйста, помогите Тому."
"Пожалуйста, поторопитесь!"
"Пожалуйста, поторопитесь."
"Пожалуйста, оставьте нас."
Пожалуйста сядьте.
"Пожалуйста, сядьте здесь."
"Пожалуйста, встаньте."
"Пожалуйста, скажи Тому."
Пожалуйста верь мне.
"Пожалуйста, скажите мне."
Цены высокие.
Поднимите стул.
Нажать кнопку.
Наденьте куртку.
Надень кепку.
Надень шляпу.
Надень шляпу.
Перестань меня дразнить.
Подними свою руку.
Прочтите это в первую очередь.
Напомни мне позже.
Снимите шляпу.
Повторяй за мной.
Правила есть правила.
Оставь мне пончик.
Сохраните свой голос.
"Скажи, что это не так."
"Скажи наркотикам ""нет."
"Скажи, что любишь меня."
"Страшно, не так ли?"
Школа мне скучна.
Наука – это круто.
"Понимаете, что я имею в виду?"
Увидимся в 2:30.
Увидимся в пять.
Увидимся дома.
Увидимся на работе.
Увидимся вечером.
Отправьте Тому записку.
Отправьте авиапочтой.
Отправьте по почте.
Отправить их мне.
Акулы едят рыбу.
Она восхищалась им.
Она успокоилась.
Она это заслужила.
Она исчезла.
Она заснула.
Она простила его.
У нее было радио.
У нее нет страха.
Она канадка.
Она японка.
Она врач.
Она гений.
Она бегун.
Она машинистка.
Она беззаботна.
Она сдержанна.
Она изящна.
Она милосердна.
Ее здесь нет.
Она невысокая.
Она упряма.
Она слишком слаба.
Она не привередлива.
Ее там нет.
Она живет одна.
Она выглядит счастливой.
Она выглядит уставшей.
Она выглядит молодо.
Она потеряла книгу.
Она вышла за него замуж.
Она никогда не читает.
Она ущипнула его.
Она отругала его.
Она кажется счастливой.
Она ударила его.
Она ударила его ножом.
Она много говорит.
Она соблазнила его.
Она связала его.
Она доверяла тебе.
Она была моим боссом.
Она задыхалась.
Она была идеальна.
Она разбудила его.
Она много работает.
Она бразильянка.
Она кавказская.
Она напористая.
Она прекрасна.
Она в депрессии.
Она в опасности.
Она мой друг.
Она не певица.
Она на диете.
Ей семнадцать.
Она очень быстрая.
Она очень высокая.
Она очень мудрая.
Овцы едят траву.
Должен ли я купить это?
Стоит ли мне попробовать?
Должны ли мы начать?
Покажите им это.
Покажи мне путь.
Покажите их мне.
Покажи нам путь.
Покажите свои карты.
Покажите себя.
Закройте жалюзи.
Закрыть окно.
Заткнись и ешь.
Закрой свой рот.
Шелк кажется мягким.
"Глупо, не так ли?"
Сидеть прямо.
Все идет нормально.
Так что мне делать?
Кто-то позвонил.
Кто-то здесь.
Кто-то вошел.
Кто-то кашлянул.
Кто-нибудь Помогите мне.
Извините я забыл.
"Извините, я опаздываю."
Испанский – это легко.
Распространить слово.
Весна пришла.
Оставайся на ужин.
Оставайся в машине.
Украсть деньги.
Заходите в любое время.
Перестань.
Перестань меня бить.
Заходите в любое время.
"Прекрати это, пожалуйста."
Остановитесь прямо здесь.
Перестаньте ссориться.
Перестань дразнить меня.
Прекрати этот шум.
Остановите этот грузовик.
Остановите эту женщину.
Остановите двигатель.
Перестаньте хныкать.
Лето пришло.
Ужин готов.
Подмести пол.
Сделай передышку.
Принять аспирин.
Возьмите все.
Вынесите его наружу.
"Возьмите его, пожалуйста."
Отвези меня к ним.
Сфотографируй меня.
Не рискуйте.
Принимайте таблетки.
Займи свое место.
Займите свои места.
"Поговори со мной, Том."
Поговори с моим боссом.
"Поговори с нами, Том."
Скажи Тому спасибо.
Расскажи мне историю.
Скажи мне откровенно.
"Скажи мне, кто победил."
"Скажи мне, почему бы и нет."
Расскажите нам историю.
"Спасибо вам, ребята!"
Спасибо за это.
Спасибо за это.
Этот телевизор огромен.
Это меня беспокоит.
Это может случиться.
Это не может продолжаться долго.
Эта машина его.
Это дорогого стоит.
Это могло бы помочь.
Это может сработать.
Эта собака большая.
Это стол.
Это ее машина.
Это его машина.
Это мое место.
Это пластик.
Это несправедливо.
Это не мое.
Это немного.
Это не реально.
Это неправда.
Этот человек - Том.
Это может помочь.
Это хорошо.
Это кажется справедливым.
Это плохо пахнет.
Это требует мужества.
Это был факт.
Это была шутка.
Это был знак.
Это было испытание.
Это было абсурдно.
Это было жутко.
Этого было достаточно.
Это было глупо.
Это было несправедливо.
Это был не Том.
Это было невесело.
Это не поможет.
Это не сработает!
Это не сработает.
Это меня беспокоит.
Это помогло бы.
Это сработает.
Это было бы здорово.
Это будет хорошо.
Это будет сложно.
Это банан.
Это церковь.
Это пагода.
Это загадка.
Какое облегчение.
Это секрет.
Вот и все.
Это восхитительно.
"Это все, что я делаю."
Это порядок.
Это раздражает.
Это плохие новости.
Это варварство!
Это жульничество.
Это по-детски.
Это сомнительно.
Это точно.
Это ужасно.
Это мой стул.
Это мое платье.
Это моя ошибка.
Это мой дом.
Это мои деньги.
Это моя точка зрения.
Это моя сумочка.
Это мое дело.
Это чепуха.
Это не круто.
Это непросто.
Это не справедливо.
Это не хорошо.
Это не любовь.
Это не мое.
Это не новость.
Это не реально.
Это небезопасно.
Это старые новости.
Теперь все кончено.
Это жалко.
Это личное.
Это возможно.
Это так смело.
Это так глупо.
Это так странно.
Это ужасно.
Это идея.
Это новости.
Таков план.
В этом и загвоздка.
Это слишком просто.
Это слишком сложно.
Это слишком долго.
Это слишком много!
Это слишком много.
Это маловероятно.
Это очень странно.
Это твоя работа.
Воздух влажный.
Ответ нет.
Ребенок в порядке.
Мешок полный.
Велосипед мой.
Книга красная.
Автобус полон.
Автобус медленный.
Автобус остановился.
Машина синего цвета.
Машина завелась.
Машина остановилась.
Кот мертв.
Кот ленив.
Кот в безопасности.
Кот проснулся.
Чашка полна.
Жребий брошен.
Собака зарычала.
Собака мертва.
Собака моя.
Собака наша.
Дверь открылась.
Дверь открыта.
Конец близок.
Двигатель умер.
Огонь потушен.
Ворота открылись.
В доме воняло.
Идея сработала.
Ребенка вырвало.
Озеро большое.
Листья упали.
Свет включен.
Мужчина покраснел.
Луна вышла.
Мышь двинулась.
Сеть огромна.
Духовка горячая.
Плата хорошая.
Пришла полиция.
Электричество закончилось.
Радар сломался.
Радио включено.
В комнате жарко.
Море голубое.
Море спокойное.
Небо голубое.
Солдат побежал.
Суп горячий.
Суп холодный.
Солнце зашло.
Команда ждала.
Горькая правда.
Оба засмеялись.
Война окончена.
Колодец сухой.
Есть риски.
Есть правила.
Вот она.
Была кровь.
Была музыка.
Есть стол.
Вот его сумка.
Нет никакого лечения.
Там нет двери.
Выхода нет.
Там нет еды.
Там нет золота.
Нет никакой надежды.
Никакого риска.
Никакой спешки.
Там нет соли.
Мыла нет.
Нет времени.
Вот наш автобус.
Это факты.
Они свежие.
Это здорово.
Они тяжелые.
Это ваши.
Они все это сделали.
Они все обнялись.
Они все улыбнулись.
Они разозлили меня.
Они актеры.
Они прячутся.
Они голодны.
Они пилоты.
Они красивые.
Они желтые.
Они ужинали.
Они верят в это.
Они верят мне.
Они заблокировали это.
Они оба смеются.
Они оба улыбаются.
Они позвонили вам.
Они могут измениться.
Они не умеют плавать.
Они поймали Тома.
Они обманули меня.
Они заслужили это.
Они не бежали.
Они умерли молодыми.
Им все равно.
Они не помогают.
Они пьют колу.
Они пьют колу.
Они уехали.
Они поехали домой.
Они боялись тебя.
Они нашли это.
Они поприветствовали меня.
У них была лодка.
Они ненавидят женщин.
Они держались за руки.
Они помогли Тому.
Они обняли Тома.
Они проигнорировали меня.
Они убили Тома.
Они ушли рано.
Они солгали мне.
Они лгали нам.
Они живут отдельно.
Они выглядят скучающими.
Они выглядят счастливыми.
Они снова проиграли.
Они скучали по Тому.
Им нужны деньги.
Им нужно идти.
Они так и не пришли.
Они потеряли сознание.
Они кажутся счастливыми.
Они продают конфеты.
Они начали это.
Они связали меня.
Они мне так сказали.
Они поняли.
Они посетили нас.
Они вышли.
Они хотят мира.
Они сошли с ума.
Они пошли туда.
Они были злы.
Они были грязными.
Они были пьяны.
Они умирали.
Им повезло.
Они были наивны.
Они были готовы.
Они были правы.
Они были там.
Они были не правы.
Они были молоды.
Они были твоими.
Они не придут.
Они не узнают.
Они не будут возражать.
Они не останутся.
Они не остановятся.
Они не будут плавать.
Они не будут говорить.
Они вернутся.
С ними все будет в порядке.
Они будут следующими.
Они найдут это.
Они найдут меня.
Они нас найдут.
Они уйдут.
Они меня услышат.
Они нас услышат.
Они нам помогут.
Они убьют меня.
Им это понравится.
Они ответят.
Они выживут.
Они русские.
Они потрясающие.
Они животные.
Они спорят.
Они дома.
Они правы.
Они двоюродные братья.
Они танцуют.
Они врачи.
Они враги.
Они помолвлены.
Они друзья.
Они влюблены.
Они завидуют.
Они нервные.
Они шутят.
Они целуются.
Они уходят.
Они женаты.
Они нервничают.
Они неплохие.
Они сироты.
Они снаружи.
Они читают.
Они сестры.
Они улыбаются.
Они особенные.
Они остаются.
Они ошеломлены.
Они разговаривают.
Они слишком большие.
Они слишком толстые.
Они в ловушке.
Они бесполезны.
Они ждут.
Они со мной.
Они работают.
Они обеспокоены.
Они изменились.
Это не может ждать.
Эта машина его.
Эта собака большая.
Это мечта.
Это фарс.
Это лошадь.
Это отель.
Это нож.
Это персик.
Это ложка.
Это гласная.
Это ацетон.
Это алкоголь.
Это неловко.
Это странно.
Это верно.
Это для Тома.
Это вам.
Это мусор.
Это полезно.
Это ее ручка.
Это его машина.
Это незаконно.
Это аморально.
Это маджонг.
Это мой ребенок.
Это мое пиво.
Это мой велосипед.
Это мой стол.
Это моя кукла.
Это моя судьба.
Это мой дом.
Это моя жизнь.
Это мой план.
Это моя комната.
Это мое место.
Это мой корабль.
Это моя песня.
Это моя жена.
Это мое вино.
Это ничего.
Это непристойно.
Это наша сумка.
Это наша машина.
Это наша работа.
Это больно.
Это реальность.
Это чушь.
Это серьезно.
Это так круто.
Это так легко.
Это очень хорошо.
Это странно.
Это самоубийство!
Это мальчик.
Это конец.
Это слишком много.
Это необычно.
Это бесполезно.
Это непросто.
Это несправедливо.
Это не еда.
Это нехорошо.
Это не сложно.
Это не любовь.
Это не мое.
Это не новость.
Это не наше.
Это еще не конец.
Это небезопасно.
Это не соль.
Это может сработать.
Это бесплатно.
Это мое.
Это здорово.
Это меня радует.
Это кажется справедливым.
Это невкусно.
Это был подарок.
Это не поможет.
Это не будет ждать.
Это не сработает.
Бросьте это Тому.
Выкинь их.
Время ужина.
Время ограничено.
Времена были тяжелые.
Каждому свое.
Человеку свойственно ошибаться.
Сегодня пятница.
Сегодня понедельник.
Том ускорился.
Том действовал один.
Том добавил воды.
Том признал это.
Том обожает Мэри.
Том чуть не умер.
Том уже поел.
Том тоже это видел.
Том тоже улыбнулся.
Том всегда лжет.
Мы с Томом согласны.
Мы с Томом плакали.
Том одобрил это.
Том спросил еще раз.
Том попросил меня об этом.
Том ничего не ел.
Том поел быстро.
Том напал на меня.
Том испек пирог.
Том испек хлеб.
Том стал спокоен.
Том стал немым.
Том стал богатым.
Том стал слабым.
Том поверил в это.
Том поверил мне.
Том верит в это.
Том верит мне.
Том предал меня.
Том предал нас.
Том закусил губу.
Том потерял сознание.
Том винил Мэри.
Том купил это.
Том принес свой.
Том позвонил Мэри.
Том перезвонил.
Том позвонил домой.
Том приехал на автобусе.
Том приехал на машине.
Том подошел ближе.
Том вошел внутрь.
"Том может сделать и то, и другое."
Том может это сделать.
Том может это сделать.
Том может объяснить.
Том может пойти домой.
Том может мне помочь.
Том может нам помочь.
Том выдержит.
Том не умеет считать.
Том не сможет этого сделать.
Том не умеет водить машину.
Том не может войти.
Том не может продолжать.
Том не может уйти.
Том не умеет рисовать.
Том не может говорить.
Том поймал Мэри.
Том стал причиной этого.
Том преследовал Мэри.
Том душил Мэри.
Том выбрал шляпу.
Том мог бы это сделать.
Том много плакал.
Том снова заплакал.
Том много плачет.
Том порезался.
Том порезал ногу.
Том подстриг меня.
Том хорошо танцует.
Том обманул меня.
Том это отрицал.
Том отрицал это.
Том это заслужил.
Том этого заслуживает.
Том презирает меня.
Том сделал это.
Том сделал свою работу.
Том сделал это однажды.
Том не плакал.
Том ничего не сделал.
Том не звонил.
Тому было все равно.
Том не пришел.
Том не упал.
Том не помог.
Том не знал.
Том не возражал.
Том не двинулся с места.
Том не молился.
Том не сдался.
Том не появился.
Том не пел.
Том не плавал.
Том не разговаривал.
Том не голосовал.
Том не стал ждать.
Том умер в понедельник.
Том умер героем.
Том умер в постели.
Том исчез.
Том не лжет.
Том нарисовал дерево.
Том пьет пиво.
Том пьет вино.
Том бросил Мэри.
Том много зарабатывает.
Том ест медленно.
Том преувеличил.
Том преувеличивает.
Том покормил собаку.
Том уснул.
Том замолчал.
Том чувствовал себя виноватым.
Том почувствовал голод.
Том чувствовал себя одиноким.
Том чувствовал себя неловко.
Том выстрелил первым.
Том последовал за мной.
Том последовал за нами.
Том обманул Мэри.
Том обманул их.
Том простил тебя.
Том сопротивлялся.
Том нашел работу.
Том нашел ручку.
Том испугался.
Том отдавал приказы.
У Тома появился щенок.
Том переоделся.
Тома обманули.
Том оделся.
Том разволновался.
Том пришел в ярость.
Том добился своего.
Том встал в очередь.
Том женился.
Том занервничал.
Том ничего не получил.
Том вышел на пенсию.
В Тома стреляли.
Том получил работу.
Том поздно встал.
Том был ранен.
У Тома был нож.
У Тома были часы.
У Тома была идея.
У Тома не было еды.
У Тома не было сыновей.
У Тома не было ничего.
Тому пришлось остановиться.
Тому пришлось ждать.
У Тома есть борода.
У Тома кашель.
У Тома жар.
У Тома гость.
У Тома есть лошадь.
У Тома есть дом.
У Тома есть пианино.
Том прав.
У Тома есть щенок.
У Тома есть радио.
У Тома есть идея.
Том прибыл.
Том изменился.
У Тома есть компания.
Том сделал это.
Том сбежал.
Том потерял сознание.
У Тома есть друзья.
У Тома икота.
Том сделал это.
Том оставил меня.
Том покинул нас.
У Тома моя книга.
У Тома мои ключи.
Том имеет мой голос.
У Тома нет смелости.
У Тома нет волос.
У Тома нет времени.
У Тома ничего нет.
У Тома есть один ребенок.
У Тома есть кролики.
Том ушел на пенсию.
У Тома есть секреты.
Том видел это.
У Тома грипп.
У Тома есть ключ.
Том должен прийти.
Том должен помочь.
Том должен остаться.
Тому придется подождать.
Тому нужно работать.
Том ненавидит карри.
Том ненавидит лжецов.
Том ненавидит оперу.
Том ненавидит правила.
Том ненавидит женщин.
Том отправился домой.
Том помог Мэри.
Том ударил меня в ответ.
Том попал в сеть.
Том обнял Мэри.
Том поспешил уйти.
Том вдохновил меня.
Том канадец.
Том — мусульманин.
Том — Телец.
Том — банкир.
Том — официант.
Том — клиент.
Том трус.
Том — ковбой.
Том — танцор.
Том — врач.
Том — фермер.
Том — отец.
Том — друг.
Том гений.
Том — игрок в гольф.
Том — брюзга.
Том — отшельник.
Том — хиппи.
Том — охотник.
Том — юрист.
Том — лидер.
Том — легенда.
Том — маньяк.
Том — пастор.
Том — пират.
Том — игрок.
Том — священник.
Том — принц.
Том — расист.
Том — рэпер.
Том — новичок.
Том певец.
Том курильщик.
Том — серфер.
Том — портной.
Том — официант.
Том — чудак.
Том – победитель.
Том — волшебник.
Том — писатель.
Том — зомби.
Том зависим.
Том агностик.
Том весь в ушах.
Том — актер.
Том взрослый.
Том — ангел.
Том идиот.
Том страдает анорексией.
Том высокомерен.
Том на обеде.
Том аутист.
Том босиком.
Том двухрасовый.
Том истекает кровью.
Том блефует.
Том краснеет.
Том сейчас занят.
Том обманывает.
Том в замешательстве.
Том кашляет.
Том диабетик.
Том разведен.
Том чувствует себя хорошо.
Тому конец.
Том мечтает.
Том промок.
Том тонет!
Том тонет.
Том в восторге.
Том красноречив.
Том верен.
Том голоден.
Том далеко.
Том бесстрашен.
Том прощен.
Том дружелюбный.
Том щедрый.
Том хихикает.
Том благодарен.
Том ухмыляется.
Том красивый.
Том безвреден.
Том сейчас здесь.
Том сейчас дома.
Том бездомный.
Том тоскует по дому.
Том безнадежен.
Том невежлив.
Том в классе.
Том в суде.
Том впереди.
Том в шоке.
Том невиновен.
Том наглый.
Том участвует.
Том просто застенчив.
Том стоит на коленях.
Том стучится.
Том смеется.
Том учится.
Том симпатичный.
Том грамотен.
Том милосерден.
Том ошибается.
Том мой приятель.
Том мой враг.
Том мой гость.
Том мой соперник.
Том мой дядя.
Том здесь новенький.
Том не ангел.
Том не дурак.
Том не святой.
Том не умер.
Тома здесь нет.
Том послушен.
Том не на службе.
Том обижается.
Том на борту.
Том в отпуске.
Том — наш герой.
Том потерял сознание.
Том возмущен.
Том рисует.
Том жалок.
Том извращенец.
Том готов.
Том пунктуален.
Том надежный.
Том уходит на пенсию.
Том теперь богат.
Том романтик.
Том теперь в безопасности.
Том ходит по магазинам.
Том сейчас болен.
Том спит.
Том чихает.
Том такой забавный.
Том так счастлив.
Том общительный.
Том говорит.
Том стоит.
Том голодает.
Том все еще не спит.
Том упрям.
Том учится.
Том потеет.
Том плавает.
Том бестактен.
Том талантлив.
Том лучший.
Том — босс.
Том думает.
Тому тринадцать.
Том в восторге.
Том неутомим.
Том терпим.
Том слишком занят.
Том слишком медленный.
Том слишком высокий.
Том слишком худой.
Том слишком слаб.
Том нервничает.
Том наверху.
Том очень толстый.
Том очень болен.
Том очень стар.
Том очень грустен.
Том очень застенчивый.
Том смотрит.
Том хрипит.
Том с ней.
Том с ним.
Том твоего возраста.
Том не ребенок.
Том не шпион.
Тома нет в живых.
Том не одинок.
Том не злится.
Том не вооружен.
Том не проснулся.
Том не слепой.
Том не сумасшедший.
Том не пьян.
Том не умирает.
Том не обеспокоен.
Том не пойдет.
Том не тяжелый.
Том не лжет.
Том не наивен.
Том не голый.
Том не противный.
Том не привередлив.
Том не готов.
Том не прав.
Том не трезв.
Тома нет.
Том не робкий.
Том не устал.
Том не расстроен.
Том не веган.
Том не странный.
Том не ошибается.
Том не молод.
Том только что звонил.
Том просто ждал.
Том продолжал есть.
Том молчал.
Том продолжал попытки.
Том пнул Мэри.
Том убил Мэри.
Том поцеловал Мэри.
Том знал лучше.
Том никого не знал.
Том много знает.
Том знает вина.
Том откинулся назад.
Том быстро учится.
Том покинул Бостон.
Том оставил записку.
Том отпустил Мэри.
Том впустил Мэри.
Том меня подвел.
Том позволил мне спеть.
Том солгал тебе.
Том любит бобы.
Том любит блюз.
Том любит шахматы.
Том любит фрукты.
Том любит игры.
Тому нравятся девушки.
Том любит деньги.
Том любит музыку.
Том зажег спичку.
Том жил один.
Том жил там.
Том живет один.
Том живет там.
Том отвернулся.
Том оглянулся.
Том выглядел занятым.
Том выглядел спокойным.
Том посмотрел вниз.
Том выглядел хорошо.
Том выглядел бледным.
Том выглядел больным.
Том выглядел хорошо.
Том выглядит злым.
Том выглядит ужасно.
Том выглядит сумасшедшим.
Том выглядит пьяным.
Том выглядит великолепно.
Том выглядит счастливым.
Том выглядит старше.
Том выглядит веселым.
Том выглядит трезвым.
Том выглядит усталым.
Том выглядит расстроенным.
Том выглядит молодо.
Том потерял книгу.
Том потерял руку.
Том похудел.
Том любит книги.
Том любит деньги.
Том любит музыку.
Том сделал копию.
Том заключил сделку.
Том поморщился.
Том сделал воздушного змея.
Том составил список.
Том загадал желание.
Том приготовил кофе.
Том приготовил ужин.
Том заставил меня плакать.
Том заставил меня заплатить.
Том может вернуться.
Том может быть дома.
Том может опоздать.
Том может позвонить нам.
Мы можем понадобиться Тому.
Том может остановить нас.
Том ввел Мэри в заблуждение.
Том скучал по Мэри.
Том скучает по Мэри.
"Том, должно быть, вышел."
Том должен решить.
"Том, должно быть, выиграл."
Тому нужна была Мэри.
Тому нужны были деньги.
Тому нужна была еда.
Тому нужна была помощь.
Тому нужна была надежда.
Тому нужен был отдых.
Тому это было нужно.
Тому это было нужно.
Тому нужна была работа.
Тому нужно такси.
Тому нужен пистолет.
Тому нужна работа.
Тому нужны деньги.
Тому нужно идти.
Тому нужна вода.
Том никогда не спрашивал.
Том никогда не звонит.
Том никогда не приходит.
Том никогда не готовит.
Том никогда не плакал.
Том никогда не падает.
Том никогда не шутит.
Том никогда не читает.
Том никогда не останавливается.
Том кивнул в ответ.
Том подтолкнул Мэри.
Том повиновался Мэри.
Том часто плачет.
Том заказал один.
Том заказал чай.
Тому пора идти.
Том обогнал меня.
Том заплатил за это.
Том скончался.
Том позвонил Мэри.
Том пожалел Мэри.
Том играет в шахматы.
Том играет на фортепиано.
Том играет в регби.
Том толкнул Мэри.
Том бросил школу.
Том выбежал на улицу.
Том прочитал книгу.
Том читал романы.
Том много читает.
Том отверг меня.
Том перенес встречу.
Том поспешил домой.
Том спел песню.
Том пел для нас.
Том сидел тихо.
Том сидел и читал.
Том сидел и ждал.
Том увидел привидение.
Том увидел лося.
Том увидел мышь.
Том увидел акулу.
Том увидел змею.
Том тоже это видел.
Том ничего не видел.
Том увидел кого-то.
Том увидел автобус.
Том увидел кота.
Том легко пугает.
Том казался спокойным.
Том казался потерянным.
"Том, кажется, скучает."
Том кажется счастливым.
Том кажется угрюмым.
Том кажется умным.
"Том, кажется, расстроен."
Том редко побеждает.
Том продает фрукты.
Том продает обувь.
Том послал за мной.
Том застрелил медведя.
Том застрелил оленя.
Том должен прийти.
Том должен знать.
Том поет тенором.
Том отпил вина.
Том замедлил шаг.
Том почувствовал запах газа.
Том улыбнулся в ответ.
Том тоже храпит.
Том нас продал.
Том говорит быстро.
Том заговорил первым.
Том ударил ее ножом.
Том оставался спокойным.
Том остался здесь.
Том остался дома.
Том остался допоздна.
Том угнал машину.
Том остался один.
Том помог мне подняться.
Том стоял там.
Том сдался.
Том много говорит.
Том смешно говорит.
Том дразнил Мэри.
Том рассказывает анекдоты.
Том написал Мэри.
Том рассказал анекдот.
"Том рассказал нам, почему."
Том принял ванну.
Том откусил кусочек.
Том сел.
Том взял мою машину.
Том попробовал еще раз.
Том доверял ей.
Том доверял ему.
Том доверял тебе.
Том доверяет Мэри.
Том отвернулся.
Том повернулся.
Том побледнел.
Том понимает.
Том вызвался добровольцем.
Том ушел.
Том шел быстро.
Том пошел домой.
Том хотел Мэри.
Том хотел большего.
Том хотел этого.
Том хотел этого.
Том хочет собаку.
Том хочет работу.
Том хочет денег.
Том хочет пойти.
Том предупредил Мэри.
Том был тренером.
Том был пьян.
Том был одиночкой.
Том был шахтером.
Том был медсестрой.
Тома усыновили.
Том был предупрежден.
Том был забавным.
Том волновался.
Том был дома.
Том был на работе.
Том был избит.
Том был осторожен.
